DV0,DV1,DV2,DV3,DV4,DV5,DV6,DV7,DV8,DV9,DV10,DV11,DV12,DV13,DV14,DV15,DV16,DV17,DV18,DV19,DV20,DV21,DV22,DV23,DV24,DV25,DV26,DV27,DV28,DV29,DV30,DV31,DV32,DV33,DV34,DV35,DV36,DV37,DV38,DV39,FF_VI,Mass,FF_CP,HV_CP,AI,tip_chord,af_tc1,af_tc2,af1_cm1,af1_cm2,af1_cm3,af1_cm4,af1_cm5,af1_cm6,af2_cm1,af2_cm2,af2_cm3,af2_cm4,af2_cm5,af2_cm6,Mode0,Mode1,Mode2,Mode3,Mode4,Mode5,xi_22(c),xi_40(c),xi_60(c),xi_80(c),xi_100(c)
0.488118403,0.239311424,0.013911154,0.918990672,0.256044381,0.837124717,0.3454944,0.278336972,0.240069144,0.457330138,0.853731622,0.931114811,0.76858412,0.138629259,0.49042799,0.859910604,0.648412864,0.749789389,0.152860873,0.726880523,0.350706566,0.068539222,0.846311945,0.655673245,0.236244247,0.98028647,0.974052551,0.356103028,0.176025705,0.842258311,0.247767707,0.591008924,0.191503655,0.423060431,0.679488126,0.763290785,0.3587197,0.09848505,0.352356776,0.026258919,0.042696391,3.404,0.00030927,0.00039479,0.026558689,0.09182565,0.144946966,0.123633251,-0.144816434,-0.161776719,-0.164567932,-0.166746705,-0.174608019,-0.187565379,-0.009269109,-0.007937737,-0.007484693,-0.004876519,-0.005990065,-0.010024726,0.6718,1.1138,2.6171,3.1315,4.6311,4.8237,0.25534,0.24816,0.24802,0.24842,0.24902
0.989728873,0.070028351,0.735827748,0.872545772,0.775526452,0.873621219,0.617507339,0.672381435,0.590711416,0.724782776,0.797681911,0.869365552,0.204935258,0.995589862,0.630666093,0.433212889,0.13683838,0.316689492,0.902043377,0.470504683,0.32452081,0.271393079,0.67412373,0.617365977,0.221214744,0.54400466,0.132027418,0.978876165,0.712891534,0.86343816,0.799683849,0.694524346,0.671410344,0.906473925,0.904608839,0.379170457,0.304612058,0.066856617,0.759635038,0.221847756,0.042579598,3.4466,0.00026885,0.00033682,0.027508097,0.091741943,0.111763085,0.115505041,-0.068560104,-0.066237589,-0.06772934,-0.069737761,-0.074315657,-0.078888927,-0.05711511,-0.046780926,-0.047693837,-0.049760583,-0.049430823,-0.050432454,0.7063,1.1146,2.7737,3.3001,4.3118,5.1032,0.2504,0.24544,0.24502,0.25338,0.25248
0.746852642,0.093657947,0.582579692,0.657291708,0.759692872,0.985216938,0.177822299,0.19697156,0.212625795,0.955441667,0.99253164,0.841825373,0.870074357,0.335839548,0.683929655,0.119085042,0.41641477,0.453965185,0.631050036,0.690920243,0.317572707,0.548522653,0.240033157,0.652530391,0.255085415,0.963536004,0.184229351,0.468380541,0.37893768,0.070284208,0.845740242,0.242741148,0.13659486,0.579635515,0.108909563,0.942292386,0.37209581,0.05234591,0.58492526,0.808357523,0.042060736,3.415,0.00028686,0.00035618,0.029233793,0.107504977,0.15536702,0.104766598,-0.046180392,-0.045729101,-0.045262829,-0.039781918,-0.04015098,-0.044081925,-0.03592684,-0.021325525,-0.019169185,-0.015274929,-0.018406482,-0.022868697,0.6893,1.1087,2.8826,3.409,4.8201,5.1395,0.24776,0.25574,0.25604,0.24156,0.24386
0.131377933,0.731215678,0.013797092,0.534021821,0.720198121,0.172389906,0.449717374,0.622488101,0.07355695,0.485616572,0.572406141,0.560623988,0.086545125,0.515968021,0.760217138,0.624792302,0.573174065,0.918385278,0.422740736,0.74405963,0.075260573,0.713821076,0.866513699,0.689316316,0.557501554,0.842325967,0.905696691,0.544557764,0.252605308,0.240213467,0.503842558,0.384977525,0.720089637,0.058379716,0.626454404,0.715856512,0.172461677,0.131530632,0.833734045,0.211796583,0.040250208,3.3032,0.00031064,0.00035454,0.023791529,0.090657124,0.18902461,0.09101832,-0.074878099,-0.077742037,-0.077229829,-0.077207144,-0.078532179,-0.077519467,-0.061238638,-0.063316168,-0.064927924,-0.066789804,-0.070504446,-0.077149656,0.751,1.127,2.6883,3.2268,4.7922,5.1789,0.25002,0.24884,0.25244,0.25114,0.25136
0.782768037,0.733509402,0.743633584,0.618072877,0.147379039,0.399320583,0.324774533,0.181457995,0.435257838,0.694697933,0.963347052,0.642656696,0.57578991,0.54965515,0.407156063,0.312197616,0.637607285,0.573947002,0.941088339,0.200581722,0.385803041,0.099222977,0.234641479,0.137483098,0.746211494,0.9837372,0.688034374,0.213409956,0.800894827,0.488767917,0.774520222,0.976069167,0.469916464,0.090183616,0.524401033,0.346057899,0.276884077,0.915731922,0.14257566,0.764446421,0.039332558,2.9468,0.00029621,0.00035764,0.021770431,0.112752246,0.114147765,0.133484993,-0.114064845,-0.134786613,-0.136482195,-0.138355151,-0.14751997,-0.163616261,-0.014459538,-0.007533985,-0.007285664,-0.006512972,-0.006417834,-0.006704717,0.7733,1.1281,2.8576,3.2742,4.6043,5.1059,0.25106,0.2511,0.25942,0.25822,0.25778
0.886061296,0.586981068,0.722966432,0.424934701,0.782948507,0.162933186,0.045544423,0.48179382,0.469684385,0.508368986,0.804061906,0.598110071,0.181952538,0.843054583,0.735320598,0.646845978,0.1934968,0.243335477,0.308833347,0.935686365,0.327105761,0.710481954,0.822218333,0.537034104,0.648246821,0.004609554,0.254210367,0.678537744,0.02309889,0.456393732,0.759645334,0.14918641,0.929405369,0.171299327,0.291243876,0.449445323,0.002774171,0.113172592,0.220872742,0.131992095,0.039231062,3.166,0.00027131,0.00034308,0.024343862,0.096163673,0.123079507,0.09705782,-0.045122234,-0.046614749,-0.047375411,-0.048307915,-0.049476221,-0.052445078,-0.036355088,-0.03046604,-0.031182815,-0.032444564,-0.032860912,-0.035715942,0.6827,1.1089,2.6978,3.6219,4.405,4.8801,0.25336,0.25334,0.24454,0.24826,0.24906
0.687487945,0.932627842,0.554298346,0.802838309,0.746747804,0.906151404,0.675589434,0.767287263,0.023806098,0.071574867,0.475598732,0.895756776,0.763658923,0.99467678,0.066013577,0.884319257,0.284126926,0.625080659,0.49540112,0.409776809,0.821892018,0.135605973,0.547157196,0.876870395,0.036736034,0.671331727,0.018587787,0.930915013,0.048247314,0.078134749,0.669041148,0.039347043,0.587835542,0.263083864,0.631770758,0.037844549,0.49747328,0.471293509,0.780148664,0.266981865,0.038537214,3.5506,0.00051091,0.00051985,0.026762722,0.092568941,0.224088781,0.20285066,-0.084372266,-0.08301188,-0.082890383,-0.080850077,-0.078834361,-0.076389097,-0.063261267,-0.045474111,-0.047750968,-0.052788286,-0.055639183,-0.057500732,0.7128,1.1175,2.6069,3.2076,4.8037,5.1159,0.24892,0.2507,0.2508,0.2537,0.25268
0.731625952,0.685639536,0.419816609,0.578500872,0.433845197,0.156084788,0.142580762,0.123891437,0.274235317,0.392169165,0.701122343,0.24203411,0.460086204,0.065911021,0.435052007,0.103750001,0.308627141,0.168196044,0.815979024,0.706179871,0.943274541,0.268525229,0.079324375,0.156676944,0.801826366,0.998109199,0.373811767,0.120462298,0.114374619,0.102348989,0.393641328,0.993893755,0.372745479,0.046714905,0.657390274,0.882157337,0.038574017,0.297105463,0.886646698,0.104013719,0.03830858,2.9741,0.00030883,0.00036776,0.022660071,0.08752646,0.134119721,0.118953436,-0.079511007,-0.094203847,-0.09459114,-0.095396195,-0.101564402,-0.111768883,-0.028973299,-0.037996547,-0.037934101,-0.037611411,-0.042664932,-0.049695921,0.7629,1.118,2.7552,3.1129,4.8256,5.1131,0.25242,0.2524,0.25676,0.25396,0.25316
0.101981747,0.072519701,0.600120644,0.86390765,0.24409656,0.168765796,0.28259128,0.516220769,0.478063986,0.156565983,0.464265543,0.511493494,0.524955778,0.623374123,0.295731021,0.352412449,0.098959904,0.770380558,0.826073553,0.642773241,0.021881863,0.911295716,0.891421814,0.990618226,0.788494139,0.967311514,0.391626005,0.963354735,0.169730355,0.490898115,0.559772245,0.291679135,0.721306169,0.282352901,0.944545664,0.550204439,0.40170374,0.690075097,0.649404282,0.52224603,0.036279367,3.4237,0.00031243,0.0003534,0.025029469,0.100110181,0.11352026,0.138113512,-0.141950871,-0.161521724,-0.164500932,-0.170355596,-0.185681244,-0.202434327,-0.052718283,-0.054393622,-0.055029651,-0.055710973,-0.058173075,-0.063558942,0.742,1.1251,2.6947,3.3183,4.357,4.8826,0.24594,0.24624,0.24898,0.2539,0.2531
0.727408413,0.069975178,0.860089508,0.393534675,0.360351226,0.226659286,0.180434706,0.915087372,0.475627813,0.298218467,0.311132897,0.394582375,0.572716568,0.452002711,0.102178603,0.697674655,0.225059806,0.524537441,0.713650876,0.179436874,0.036434312,0.024562293,0.98835821,0.262928673,0.397661973,0.134421625,0.124482691,0.414682473,0.806317304,0.630455938,0.21530693,0.196673645,0.99927996,0.358042158,0.188423392,0.261701074,0.06599274,0.76910682,0.253181309,0.09260544,0.035846106,2.9971,0.00039291,0.00036538,0.024572627,0.094749352,0.119192904,0.169232037,-0.093445293,-0.097436222,-0.099875853,-0.104621703,-0.111358241,-0.120047269,-0.083853672,-0.094026662,-0.093781619,-0.093037018,-0.09338464,-0.096106354,0.7141,1.1162,2.8583,3.2012,4.3854,5.302,0.25376,0.2467,0.24634,0.24804,0.2477
