DV0,DV1,DV2,DV3,DV4,DV5,DV6,DV7,DV8,DV9,DV10,DV11,DV12,DV13,DV14,DV15,DV16,DV17,DV18,DV19,DV20,DV21,DV22,DV23,DV24,DV25,DV26,DV27,DV28,DV29,DV30,DV31,DV32,DV33,DV34,DV35,DV36,DV37,DV38,DV39,FF_VI,Mass,FF_CP,HV_CP,AI,tip_chord,af_tc1,af_tc2,af1_cm1,af1_cm2,af1_cm3,af1_cm4,af1_cm5,af1_cm6,af2_cm1,af2_cm2,af2_cm3,af2_cm4,af2_cm5,af2_cm6,Mode0,Mode1,Mode2,Mode3,Mode4,Mode5,xi_22(c),xi_40(c),xi_60(c),xi_80(c),xi_100(c)
0.683016448,0.855220552,0.894739099,0.865691417,0.471968863,0.691239521,0.172026089,0.799367123,0.252631166,0.176156199,0.163239902,0.438315808,0.074664792,0.224218985,0.592591637,0.029890056,0.632967912,0.163248536,0.830137986,0.90659724,0.503547472,0.608938739,0.225721877,0.268371016,0.523065915,0.778488567,0.485792306,0.892660325,0.660235981,0.265707577,0.875300548,0.405340114,0.507907858,0.705352491,0.966166318,0.138329372,0.832207967,0.718129552,0.296815955,0.515750902,0.027033035,3.3485,0.00041329,0.00037608,0.025197092,0.104599144,0.150167785,0.100766081,-0.127487705,-0.135963086,-0.138695076,-0.14235465,-0.14996403,-0.159152009,-0.070271818,-0.083830721,-0.085305639,-0.084698227,-0.08832895,-0.09941467,0.7684,1.117,2.7048,3.2264,4.8397,5.1808,0.25194,0.2518,0.2523,0.25506,0.25414
0.434714399,0.952900589,0.205296494,0.761102896,0.831997653,0.249994658,0.439821147,0.213638196,0.232337221,0.05814914,0.23483896,0.580883947,0.229024974,0.954586458,0.015646345,0.552657388,0.404301101,0.683655627,0.91792263,0.859988087,0.60383162,0.012265694,0.275103288,0.048417043,0.665139387,0.824814505,0.924329376,0.828730227,0.172396966,0.350313657,0.204739299,0.077949434,0.416293264,0.026883658,0.083375418,0.999769087,0.875895039,0.519906655,0.425473183,0.297408367,0.027030216,3.8098,0.0005933,0.00055855,0.032842505,0.097616826,0.148467552,0.231702632,-0.057849212,-0.063085109,-0.063005677,-0.063452048,-0.068147447,-0.072634928,-0.083859623,-0.082765659,-0.079179736,-0.074814273,-0.065293274,-0.062997853,0.6995,1.1087,2.7572,3.1259,4.6767,5.1151,0.25788,0.25836,0.24956,0.2402,0.23996
0.434714399,0.952900589,0.205296494,0.761102896,0.831997653,0.249994658,0.439821147,0.213638196,0.232337221,0.05814914,0.23483896,0.580883947,0.229024974,0.954586458,0.015646345,0.552657388,0.404301101,0.683655627,0.91792263,0.859988087,0.60383162,0.012265694,0.275103288,0.048417043,0.665139387,0.824814505,0.924329376,0.828730227,0.172396966,0.350313657,0.204739299,0.077949434,0.416293264,0.026883658,0.083375418,0.999769087,0.875895039,0.519906655,0.425473183,0.297408367,0.027030216,3.8098,0.0005933,0.00055855,0.032842505,0.097616826,0.148467552,0.231702632,-0.057849212,-0.063085109,-0.063005677,-0.063452048,-0.068147447,-0.072634928,-0.083859623,-0.082765659,-0.079179736,-0.074814273,-0.065293274,-0.062997853,0.6995,1.1087,2.7572,3.1259,4.6767,5.1151,0.25788,0.25836,0.24956,0.2402,0.23996
0.434714399,0.952900589,0.205296494,0.761102896,0.831997653,0.249994658,0.439821147,0.213638196,0.232337221,0.05814914,0.23483896,0.580883947,0.229024974,0.954586458,0.015646345,0.552657388,0.404301101,0.683655627,0.91792263,0.859988087,0.60383162,0.012265694,0.275103288,0.048417043,0.665139387,0.824814505,0.924329376,0.828730227,0.172396966,0.350313657,0.204739299,0.077949434,0.416293264,0.026883658,0.083375418,0.999769087,0.875895039,0.519906655,0.425473183,0.297408367,0.027030216,3.8098,0.0005933,0.00055855,0.032842505,0.097616826,0.148467552,0.231702632,-0.057849212,-0.063085109,-0.063005677,-0.063452048,-0.068147447,-0.072634928,-0.083859623,-0.082765659,-0.079179736,-0.074814273,-0.065293274,-0.062997853,0.6995,1.1087,2.7572,3.1259,4.6767,5.1151,0.25788,0.25836,0.24956,0.2402,0.23996
0.518742257,0.317402223,0.716912853,0.010648717,0.558023046,0.138890617,0.409087069,0.619946844,0.140192846,0.537185574,0.58636185,0.434182061,0.450561524,0.273281881,0.822154523,0.304496201,0.244548359,0.679674198,0.964736299,0.487897636,0.842413767,0.440729482,0.739231683,0.592956517,0.895414794,0.878955349,0.507631085,0.192955429,0.058510965,0.160005551,0.85817173,0.221869949,0.854039585,0.862244855,0.1819621,0.346684809,0.481479105,0.705442348,0.422926517,0.409362947,0.026701966,3.4375,0.000284,0.00034143,0.025887508,0.100352518,0.165071698,0.081777407,-0.019720414,-0.020082138,-0.018020361,-0.015383399,-0.013291769,-0.013242004,-0.053004859,-0.058103387,-0.059343284,-0.061432536,-0.067239007,-0.074086608,0.7617,1.1227,2.8239,3.3739,4.8649,5.1231,0.25182,0.25128,0.25426,0.24674,0.24838
0.315769128,0.671391197,0.801335858,0.371724669,0.438287255,0.83623583,0.853590701,0.546389517,0.140593271,0.017743762,0.300688543,0.597531258,0.76061681,0.859908616,0.795421408,0.264949766,0.511054937,0.78643002,0.649856537,0.724802377,0.815560235,0.50081395,0.905604163,0.242658693,0.9915221,0.159082884,0.598938621,0.865745085,0.374362622,0.800680615,0.395682319,0.340644758,0.9054872,0.233314843,0.29104803,0.177723065,0.494869539,0.050460034,0.558208664,0.842079577,0.026612665,3.263,0.00039141,0.00037887,0.023852671,0.108629093,0.164453293,0.08388985,-0.067510417,-0.06977374,-0.070603743,-0.070966674,-0.072880006,-0.07815317,-0.025996636,-0.021753051,-0.022241244,-0.022802703,-0.027393853,-0.030812046,0.7742,1.1286,2.6938,3.2875,4.8622,5.1292,0.258,0.25828,0.24094,0.25144,0.25164
0.843485695,0.964072967,0.230605166,0.316485101,0.801264995,0.469096665,0.755699507,0.84696775,0.418050042,0.069799361,0.366046611,0.496191229,0.493610408,0.631727294,0.53661219,0.654183112,0.877830735,0.543190994,0.513421942,0.930710934,0.707060681,0.065867876,0.424623666,0.815440115,0.529992488,0.993345286,0.37939488,0.567559998,0.007583177,0.193253051,0.930781049,0.703986318,0.988063159,0.520265058,0.512449124,0.695881618,0.646781109,0.063279637,0.528419585,0.039650023,0.026378605,3.4709,0.00032143,0.00034615,0.028337283,0.090036397,0.131811069,0.111553668,-0.032805847,-0.024842925,-0.024829427,-0.02581598,-0.025453148,-0.025464666,-0.037768889,-0.040272611,-0.040856152,-0.041122766,-0.044025405,-0.048470919,0.6941,1.1119,2.8022,3.3962,4.8409,5.1322,0.25248,0.25228,0.25242,0.24966,0.25004
0.692943242,0.69689439,0.037130772,0.781152063,0.696792424,0.295664557,0.111960369,0.057393145,0.105826838,0.510749531,0.875391362,0.597189038,0.41913348,0.668138245,0.723258151,0.840403082,0.492007476,0.999134677,0.097849872,0.381835111,0.390828971,0.778192891,0.255271437,0.574852491,0.52697855,0.29670908,0.331921766,0.306670111,0.183338469,0.891890897,0.731666881,0.929049034,0.242550302,0.011383067,0.411153043,0.620847495,0.541314192,0.324661875,0.206021592,0.470598098,0.026277827,3.657,0.00027993,0.0003498,0.027690834,0.104766984,0.168996506,0.097949181,-0.075527647,-0.08647443,-0.085755058,-0.084887385,-0.088898837,-0.095272309,-0.017803786,-0.012221828,-0.012443563,-0.012663653,-0.012571153,-0.013947739,0.6678,1.1159,2.579,3.1548,4.3817,4.6411,0.24574,0.2445,0.24204,0.25384,0.25354
0.109163414,0.84407578,0.391199664,0.588104498,0.527343107,0.61591269,0.940412921,0.724610694,0.219942007,0.234707394,0.720977738,0.887690492,0.28182353,0.666180137,0.650386715,0.609486345,0.435278912,0.380556116,0.670727473,0.870927319,0.762055855,0.95075185,0.389487568,0.525691725,0.374962086,0.604680704,0.886175321,0.427917398,0.249554303,0.538687805,0.339009813,0.453560093,0.649782513,0.481433332,0.570470075,0.588809661,0.984708352,0.107836624,0.854323582,0.255367809,0.025790391,3.4632,0.00028103,0.00035018,0.02592804,0.09144486,0.152214881,0.106595106,-0.08273227,-0.085337384,-0.087131149,-0.090634548,-0.095801873,-0.102214938,-0.020427645,-0.014325095,-0.013943717,-0.012118223,-0.011797505,-0.014276429,0.7411,1.1173,2.6889,3.2329,4.696,4.8884,0.24926,0.24794,0.24794,0.24886,0.24966
0.598004433,0.346423036,0.035554199,0.940163855,0.36085237,0.82615234,0.600689827,0.007485893,0.150584929,0.342349602,0.595012547,0.90175412,0.334650937,0.128385083,0.193285859,0.495084129,0.356442581,0.131087286,0.537682551,0.617162732,0.85055392,0.166314998,0.83349033,0.082217262,0.854530227,0.768762009,0.400586636,0.7447135,0.904598059,0.34530854,0.053416562,0.690570244,0.61961526,0.565869201,0.731972852,0.980366235,0.359250336,0.652110212,0.475648724,0.523064996,0.025452076,3.1846,0.00032456,0.00037252,0.029769639,0.102365896,0.158396817,0.152227546,-0.120012215,-0.138095032,-0.139316367,-0.139566938,-0.144356144,-0.156994099,-0.036325158,-0.039550497,-0.03965362,-0.036418455,-0.036088545,-0.042087026,0.6438,1.0964,2.6621,2.9198,4.9423,5.2904,0.26126,0.26198,0.2543,0.24726,0.2473
0.455655849,0.121518529,0.266215716,0.176749847,0.177330079,0.377403704,0.287130971,0.328762705,0.581393654,0.982630369,0.975749959,0.239748446,0.114544572,0.61027325,0.015555693,0.568052906,0.142151233,0.665117384,0.677479119,0.906293204,0.029833656,0.517101651,0.331747155,0.237250717,0.438243093,0.571523438,0.765647884,0.691789526,0.185849513,0.051976911,0.705111979,0.785739055,0.853496102,0.073309155,0.278451784,0.88181772,0.958338006,0.592287141,0.587455851,0.09990002,0.025198006,3.5218,0.00041139,0.00040603,0.030535623,0.090820048,0.102793533,0.245444159,-0.068295073,-0.080950309,-0.082412292,-0.083050355,-0.087657836,-0.097781052,-0.094062691,-0.098271462,-0.09508605,-0.090586555,-0.086405997,-0.075910347,0.6787,1.1092,2.8652,3.1646,4.6536,5.2278,0.25316,0.25144,0.2515,0.24858,0.24726
0.598004433,0.346423036,0.035554199,0.663916677,0.446299498,0.120675873,0.189624951,0.407670654,0.146824782,0.724256885,0.732382645,0.318594574,0.554769558,0.503071921,0.289461515,0.495084129,0.356442581,0.131087286,0.537682551,0.617162732,0.85055392,0.166314998,0.83349033,0.082217262,0.854530227,0.768762009,0.400586636,0.7447135,0.904598059,0.34530854,0.053416562,0.690570244,0.61961526,0.565869201,0.731972852,0.980366235,0.359250336,0.652110212,0.475648724,0.523064996,0.025000054,3.145,0.00029875,0.00035959,0.028954879,0.102365896,0.160497546,0.141411062,-0.108737212,-0.121106885,-0.121544267,-0.123091199,-0.128694468,-0.134411694,-0.07586289,-0.078897011,-0.079995103,-0.082681594,-0.088066601,-0.093192474,0.6514,1.0976,2.7044,2.916,4.9456,5.2661,0.26126,0.262,0.2543,0.24748,0.24774
0.457753929,0.344655438,0.323024032,0.546273142,0.303679257,0.767847535,0.943304533,0.744597094,0.006234825,0.559681165,0.509123533,0.901863833,0.05124856,0.502872913,0.761560206,0.126334787,0.052321763,0.998441992,0.652256203,0.494816454,0.331584048,0.754460403,0.602400154,0.246151075,0.367567984,0.894879332,0.000942652,0.271868242,0.00368408,0.158068899,0.833658041,0.288382675,0.55313276,0.331519899,0.306979062,0.318799111,0.972141872,0.19626967,0.000572804,0.20429861,0.024703451,3.5387,0.00032357,0.0003616,0.02595552,0.100993701,0.246193233,0.094344702,-0.087022578,-0.089389248,-0.086994898,-0.082796078,-0.074462543,-0.072477677,-0.066244108,-0.067501634,-0.069046013,-0.068247051,-0.072331997,-0.080398802,0.7721,1.1245,2.7212,3.3945,4.8467,5.2272,0.25084,0.25378,0.25378,0.24874,0.24986
0.262722702,0.494928868,0.81218767,0.758177996,0.22559474,0.924974054,0.864589554,0.056589149,0.281580435,0.016113621,0.103782477,0.615494051,0.801582739,0.7938514,0.2479125,0.844815835,0.399488518,0.549284022,0.166005159,0.75056437,0.778671626,0.27487895,0.97482687,0.62898775,0.313103693,0.299840795,0.548023072,0.902747961,0.882078627,0.305331804,0.317573845,0.287047098,0.67089557,0.807585876,0.577250358,0.014813479,0.028401585,0.266326566,0.498102272,0.305528522,0.024003302,3.1151,0.00070344,0.0005088,0.025328993,0.09689256,0.14110663,0.140634313,-0.108970011,-0.125282438,-0.126772588,-0.126478579,-0.132660413,-0.147221303,-0.070598723,-0.068742318,-0.069713526,-0.072944885,-0.079893074,-0.083165203,0.6583,1.1083,2.7675,3.2342,4.7561,5.1091,0.25752,0.25012,0.2501,0.25142,0.25122
0.493173743,0.720961427,0.180278941,0.377209154,0.256934074,0.704413166,0.352976166,0.956972924,0.333048955,0.097168821,0.372722377,0.382555036,0.510805318,0.728945086,0.445981208,0.322231627,0.104854622,0.348634185,0.580306941,0.256118882,0.035358034,0.506438678,0.536130258,0.168714364,0.481217301,0.540880953,0.978409516,0.883936384,0.222630161,0.124406771,0.529286683,0.116971121,0.517343246,0.861697617,0.884892637,0.334906847,0.94652624,0.054291264,0.331347335,0.764478877,0.023809823,3.3118,0.00034776,0.00035693,0.027204451,0.110001093,0.138930593,0.120229979,-0.102428982,-0.103595429,-0.106034866,-0.110714694,-0.120660199,-0.130434379,-0.04972092,-0.050884138,-0.051779774,-0.053308961,-0.056781435,-0.062107523,0.6921,1.1101,2.7181,3.2108,4.8271,5.1458,0.25042,0.25024,0.25022,0.24884,0.2493
0.183237534,0.770591136,0.602506363,0.060255806,0.471059295,0.982738682,0.891290912,0.560658557,0.624278055,0.07989375,0.133194119,0.770181742,0.067814411,0.506290844,0.298325713,0.904947888,0.638124886,0.562666547,0.799087924,0.33376526,0.290068184,0.880865729,0.859300022,0.807414001,0.398418616,0.938500964,0.256904679,0.003384891,0.434112152,0.79064972,0.283484534,0.392896374,0.430450944,0.006453681,0.261743409,0.5841229,0.613123787,0.293268243,0.942769055,0.297825577,0.023754181,2.9079,0.00048925,0.00038261,0.020014507,0.091431731,0.107084646,0.131869854,-0.028499305,-0.021438022,-0.019638694,-0.018161707,-0.031401915,-0.036120303,-0.077831507,-0.086630859,-0.087077437,-0.084121372,-0.088456412,-0.097313412,0.7695,1.1319,2.7592,3.8466,4.2267,4.7994,0.24586,0.25268,0.25298,0.24902,0.2488
0.318271908,0.166307427,0.018735833,0.035545112,0.439494006,0.299720641,0.577842186,0.149342089,0.174405893,0.542541074,0.897592478,0.44629912,0.955859852,0.28142591,0.566359898,0.811062877,0.978881736,0.324533454,0.195565183,0.803457554,0.909828009,0.229996001,0.781078946,0.115177344,0.52967158,0.639631685,0.562866294,0.504152841,0.1474691,0.493155202,0.940806409,0.089661006,0.297927971,0.785132183,0.493862609,0.202875737,0.614608031,0.704971887,0.385650475,0.015683625,0.02372,3.2073,0.00028263,0.00033473,0.026417171,0.091151155,0.150947316,0.112175961,-0.013536698,-0.022990445,-0.021462513,-0.01849767,-0.019617113,-0.026724319,-0.010603728,-0.009507654,-0.009500879,-0.008830799,-0.010350078,-0.012263652,0.6541,1.1048,2.7421,3.1951,4.8811,5.1617,0.26168,0.2625,0.24806,0.24806,0.24872
0.567839511,0.329837812,0.197988758,0.884400746,0.920909718,0.079673096,0.347169239,0.900359378,0.22266055,0.28602122,0.752541447,0.949221292,0.031985636,0.531372981,0.470903799,0.047393677,0.621042739,0.850655542,0.110283045,0.741339198,0.975441589,0.90983229,0.510895825,0.960402549,0.283439896,0.816767048,0.039687823,0.902649867,0.942548359,0.365500848,0.372325449,0.132709407,0.134528503,0.283947547,0.724809144,0.347786563,0.662383667,0.909693956,0.144058494,0.893879036,0.023698921,3.2435,0.00030295,0.0003468,0.023402011,0.115780203,0.166308011,0.124505142,-0.081026017,-0.080385926,-0.080687533,-0.081770591,-0.084032117,-0.08154573,-0.024189566,-0.01869306,-0.018432792,-0.01461872,-0.013158197,-0.015635814,0.7164,1.1226,2.6176,3.2032,4.5518,4.8007,0.24598,0.25252,0.25256,0.24942,0.24978
0.181687518,0.679216568,0.083066976,0.528560189,0.169011181,0.114571098,0.595011762,0.300537672,0.30194041,0.299394936,0.757199468,0.872296226,0.554341513,0.763314587,0.835035631,0.481444362,0.718535695,0.315000746,0.403533102,0.261130564,0.153811929,0.549239008,0.961365756,0.161286567,0.989290416,0.651618714,0.477499487,0.988428147,0.585869028,0.225037616,0.31636139,0.962039389,0.258786375,0.946180738,0.794748954,0.66897371,0.729162407,0.65014594,0.540806184,0.374844728,0.023091589,2.9004,0.00027587,0.00034715,0.023927551,0.098015013,0.129497661,0.086074164,-0.108504574,-0.127565411,-0.128354655,-0.130627602,-0.139687073,-0.151084395,-0.012210875,-0.004588258,-0.003842376,-0.00259578,-0.003196345,-0.006075902,0.6902,1.1108,2.8273,3.1363,4.88,5.2421,0.25288,0.2528,0.2509,0.2504,0.25092
0.251108738,0.604175179,0.714710603,0.264552264,0.530220561,0.472250777,0.322869362,0.752869996,0.44799805,0.192547495,0.725402887,0.468938847,0.677494025,0.35579933,0.649894315,0.528466759,0.321570923,0.491271403,0.081130825,0.254336604,0.940843946,0.107588135,0.083752275,0.245119684,0.941475632,0.636117753,0.656608318,0.704040399,0.894648848,0.031806287,0.588538816,0.159967526,0.131101089,0.238603887,0.448670196,0.495849118,0.071458404,0.542275632,0.185924488,0.44083838,0.022983084,2.7029,0.0002723,0.00033538,0.020401964,0.10432113,0.120406133,0.102313539,-0.058546864,-0.058868922,-0.060077943,-0.06193935,-0.06458703,-0.069338267,-0.015710624,-0.014578568,-0.014536242,-0.014279593,-0.015848443,-0.01862149,0.6809,1.1143,2.7518,3.6711,4.4884,4.8835,0.24952,0.24952,0.25754,0.24772,0.24844
0.031492401,0.512962384,0.821587806,0.4131067,0.53068618,0.206797159,0.659450439,0.342307164,0.133252336,0.01870078,0.234300554,0.936451139,0.400273539,0.155345808,0.753072494,0.876746966,0.194328965,0.597588536,0.358437327,0.732177044,0.966941259,0.896087203,0.79368147,0.02369147,0.447001597,0.651177302,0.069923514,0.616501479,0.903513362,0.964735435,0.411282957,0.689574123,0.375272956,0.461433245,0.653165044,0.505268362,0.374623893,0.423396891,0.199647724,0.372476213,0.022954184,3.3486,0.00040057,0.00037447,0.024772538,0.102450668,0.163438204,0.087566078,-0.065525984,-0.07378064,-0.073706203,-0.074205904,-0.077366156,-0.08223389,-0.03440712,-0.037959318,-0.037195697,-0.033315245,-0.043112783,-0.050315493,0.7213,1.1185,2.62,3.2207,4.6607,4.8692,0.2562,0.24622,0.24632,0.25188,0.2521
0.598004433,0.346423036,0.035554199,0.164973745,0.702900066,0.462388676,0.001679516,0.278222167,0.217424782,0.505921396,0.901566481,0.858631814,0.13993233,0.666971772,0.755113915,0.495084129,0.356442581,0.131087286,0.537682551,0.617162732,0.85055392,0.166314998,0.83349033,0.082217262,0.854530227,0.768762009,0.400586636,0.7447135,0.904598059,0.34530854,0.053416562,0.690570244,0.61961526,0.565869201,0.731972852,0.980366235,0.359250336,0.652110212,0.475648724,0.523064996,0.022938379,2.9611,0.00027098,0.00032793,0.025168239,0.102365896,0.148549606,0.095620738,-0.032821345,-0.036691911,-0.036653799,-0.034006637,-0.032321848,-0.035831772,-0.012759496,-0.005871293,-0.005760421,-0.004453909,-0.004433104,-0.0068915,0.6884,1.1044,2.7684,2.9865,4.987,5.1951,0.26126,0.2619,0.25432,0.24844,0.24966
0.860020002,0.791011742,0.767918379,0.905717965,0.918443958,0.585097101,0.320704848,0.924796023,0.374803955,0.01403611,0.489354039,0.662401724,0.928855206,0.43975642,0.727798816,0.643782909,0.811472051,0.769199748,0.309353021,0.317703458,0.09167341,0.884958399,0.610373449,0.787986999,0.710091967,0.856427367,0.059844672,0.566544414,0.260917821,0.224420015,0.727813951,0.515483475,0.094656876,0.8247355,0.626652122,0.200436235,0.424646895,0.738133758,0.176226553,0.73466293,0.022451162,3.4309,0.00030892,0.00033777,0.025870334,0.111545847,0.143350226,0.091320845,-0.070273299,-0.063195011,-0.064279144,-0.066279309,-0.06819646,-0.067750495,-0.006773471,-0.002913142,-0.002498142,-0.00161634,-0.00435831,-0.00610217,0.7017,1.1188,2.7057,3.3103,4.6304,4.8403,0.24424,0.24324,0.25234,0.25078,0.25112
0.179939531,0.551322715,0.194565676,0.769887731,0.646496999,0.779661404,0.399835505,0.584116277,0.115495778,0.579045792,0.860812738,0.808616447,0.232837545,0.966663342,0.264092175,0.809655262,0.338536946,0.741749984,0.825941255,0.52424557,0.137420418,0.789068753,0.472032553,0.160255775,0.068633049,0.461252599,0.105884473,0.495691118,0.086204283,0.904993264,0.098022183,0.099312681,0.19367016,0.707241082,0.001153697,0.201080161,0.047126313,0.672894068,0.237363603,0.38830414,0.022445425,4.0615,0.00030171,0.00036036,0.032382228,0.102322225,0.174645899,0.15583456,-0.095728103,-0.099909198,-0.101347369,-0.10293261,-0.105612773,-0.110154732,-0.054756527,-0.042756206,-0.042937587,-0.044784395,-0.044064667,-0.042158319,0.7077,1.1117,2.648,3.2364,4.3649,4.8618,0.25082,0.24228,0.24224,0.24692,0.24706
0.639184875,0.706437464,0.227935552,0.303747578,0.401217461,0.245395289,0.175840974,0.082898277,0.396458594,0.315770028,0.70247203,0.168939153,0.143924959,0.53045153,0.178611056,0.279725404,0.865160496,0.294586145,0.947484611,0.605592565,0.562746654,0.901561379,0.794582645,0.360598273,0.115013584,0.766135301,0.809416991,0.014919791,0.825333122,0.603409895,0.935793538,0.131747662,0.921418912,0.182364109,0.073364891,0.59544861,0.156153042,0.658735946,0.752307058,0.655569816,0.022206492,3.177,0.0003005,0.000354,0.02715911,0.101870822,0.119487319,0.157942314,-0.047352273,-0.060585808,-0.060984944,-0.060494205,-0.065215615,-0.074978298,-0.057110996,-0.059954013,-0.059724534,-0.05975468,-0.061167426,-0.063154205,0.7115,1.1113,2.8535,3.1301,4.8284,5.3275,0.25134,0.25828,0.25898,0.24394,0.24428
0.598004433,0.346423036,0.035554199,0.219316567,0.69925983,0.803795726,0.73138205,0.843465101,0.103511467,0.339536669,0.714735671,0.694597299,0.249185089,0.526242791,0.115208386,0.495084129,0.356442581,0.131087286,0.537682551,0.617162732,0.85055392,0.166314998,0.83349033,0.082217262,0.854530227,0.768762009,0.400586636,0.7447135,0.904598059,0.34530854,0.053416562,0.690570244,0.61961526,0.565869201,0.731972852,0.980366235,0.359250336,0.652110212,0.475648724,0.523064996,0.022143612,3.2193,0.00033127,0.0003621,0.030688819,0.102365896,0.181173895,0.17156727,-0.04401221,-0.034754113,-0.035038029,-0.035683882,-0.035357982,-0.035404653,-0.046938239,-0.046839725,-0.046709941,-0.045863317,-0.04520804,-0.047438575,0.6365,1.0949,2.6098,2.9366,4.9237,5.3223,0.26126,0.26204,0.2543,0.24696,0.2466
0.431971785,0.671199631,0.269271903,0.103233628,0.255811825,0.59659783,0.106371925,0.345411881,0.047218575,0.004515833,0.339537336,0.912556297,0.531318805,0.221947092,0.53276234,0.593273387,0.176931572,0.129823458,0.867073862,0.957029727,0.886865139,0.881992951,0.028909046,0.57825084,0.539558438,0.817662859,0.198138959,0.687465186,0.235749152,0.330135187,0.91145655,0.279828418,0.042291075,0.185982089,0.777208202,0.54242298,0.799457649,0.800337989,0.650804916,0.055841249,0.022077505,3.5586,0.00038197,0.00039196,0.026098412,0.089009718,0.186092912,0.109894343,-0.062535133,-0.072633548,-0.070012633,-0.063959095,-0.056961969,-0.056480642,-0.011008703,-0.010907894,-0.009379058,-0.005090516,-0.011564273,-0.017010244,0.757,1.1144,2.6617,3.1805,4.6502,5.2189,0.24822,0.2475,0.25034,0.2489,0.24974
0.598004433,0.346423036,0.035554199,0.073665474,0.117176476,0.272560356,0.322760762,0.958464558,0.130564634,0.613561918,0.866039774,0.345773212,0.156489647,0.994761915,0.19264801,0.495084129,0.356442581,0.131087286,0.537682551,0.617162732,0.85055392,0.166314998,0.83349033,0.082217262,0.854530227,0.768762009,0.400586636,0.7447135,0.904598059,0.34530854,0.053416562,0.690570244,0.61961526,0.565869201,0.731972852,0.980366235,0.359250336,0.652110212,0.475648724,0.523064996,0.022037957,3.2279,0.00032535,0.00037737,0.030826216,0.102365896,0.170083732,0.173602111,-0.109026428,-0.11405812,-0.114585272,-0.11645087,-0.117800328,-0.117684346,-0.08144444,-0.071697488,-0.072569343,-0.075928074,-0.077300511,-0.073896362,0.6352,1.0947,2.6019,2.937,4.9232,5.3243,0.26126,0.26202,0.2543,0.24692,0.24654
0.061960983,0.373692623,0.184270569,0.604509064,0.735649189,0.966068781,0.988187481,0.616417829,0.048438013,0.514074203,0.722445107,0.92572859,0.369414792,0.446948309,0.424033075,0.496916663,0.874598438,0.468874243,0.723980098,0.707159159,0.920266184,0.6555946,0.000816307,0.255867107,0.428150162,0.682296609,0.744805837,0.384655926,0.555464177,0.03609609,0.928045925,0.470809224,0.078749648,0.084075747,0.087290494,0.535523537,0.019048279,0.970106235,0.361444957,0.105546512,0.021973336,3.3972,0.00030448,0.00035231,0.025837359,0.093702268,0.205384474,0.125014932,-0.046474621,-0.038797259,-0.038361155,-0.03739918,-0.038314647,-0.042053972,-0.041322663,-0.038621442,-0.038959125,-0.038035589,-0.038936431,-0.042580565,0.7617,1.1192,2.7855,3.3711,4.8795,5.158,0.25002,0.25712,0.25732,0.2478,0.24858
0.916644056,0.345380983,0.934047829,0.207198909,0.558445187,0.981870306,0.734115049,0.90815667,0.291406294,0.510368113,0.55938254,0.533746044,0.243599796,0.691825389,0.838543896,0.161058893,0.602042746,0.92061768,0.408268344,0.138408116,0.462159479,0.417744,0.397328539,0.612486892,0.978605252,0.637204131,0.614740524,0.380403468,0.170569735,0.330854602,0.526164382,0.048048875,0.548765499,0.845575387,0.560863887,0.786132589,0.253590706,0.52754374,0.040254488,0.440459134,0.021889983,3.5874,0.00027855,0.00033008,0.028204696,0.106390919,0.150223418,0.081846308,-0.042454787,-0.029691958,-0.028954419,-0.030923599,-0.043052492,-0.048057576,-0.057463356,-0.059066931,-0.060387665,-0.062884315,-0.067425658,-0.073551862,0.6979,1.1169,2.7686,3.2532,4.5268,4.8917,0.24546,0.24462,0.25018,0.24312,0.24622
0.410474105,0.045840577,0.226089941,0.674373819,0.950451436,0.688985273,0.80809681,0.786245786,0.095102087,0.741106633,0.767509927,0.10958357,0.57154278,0.8667521,0.490343465,0.351040928,0.628312987,0.60095776,0.981577755,0.092641242,0.223227505,0.484690197,0.763519503,0.799674063,0.300318572,0.633982398,0.993250403,0.367126543,0.476737146,0.101435595,0.962261754,0.0446857,0.665296086,0.710671539,0.796219771,0.590886228,0.394574661,0.47513769,0.362422717,0.203634152,0.021823378,3.4893,0.00028392,0.00034194,0.026594412,0.096125717,0.191109132,0.123631598,-0.03279076,-0.023416531,-0.023038626,-0.024090454,-0.022931883,-0.018833696,-0.071669507,-0.072473173,-0.074328101,-0.077488193,-0.081559518,-0.08459675,0.7452,1.1205,2.8028,3.1769,4.8613,5.1051,0.24498,0.25544,0.2556,0.2462,0.24748
0.598004433,0.346423036,0.035554199,0.006560557,0.084457464,0.089378159,0.559644869,0.224615283,0.092560144,0.127363455,0.410424319,0.09366848,0.050119762,0.991426989,0.748752211,0.495084129,0.356442581,0.131087286,0.537682551,0.617162732,0.85055392,0.166314998,0.83349033,0.082217262,0.854530227,0.768762009,0.400586636,0.7447135,0.904598059,0.34530854,0.053416562,0.690570244,0.61961526,0.565869201,0.731972852,0.980366235,0.359250336,0.652110212,0.475648724,0.523064996,0.021618917,2.9522,0.00036502,0.00037224,0.024940849,0.102365896,0.1639721,0.093711548,-0.052551956,-0.065902905,-0.062955777,-0.059178562,-0.057808445,-0.059433844,-0.057525927,-0.05761201,-0.059305705,-0.06233595,-0.064638711,-0.067381273,0.6912,1.1048,2.7651,2.9997,4.9823,5.1885,0.26126,0.262,0.2543,0.24848,0.24972
