R_mr,c_mr,theta0_mr,tw_mr,R_prop,c_prop,tw_prop,RPM_prop,span_wing,theta0_wing,AR_wing,l_rod,GW,Max_dBA
2.101,0.543,17.64468435,-12.87,3.519,0.321,-13.03,2492.274788,34.51122889,14.69924968,13.6987748,6.77828711,2268.115,86.089936
2.239,0.565,22.5932646,-5.02,3.63,0.43,-12.76,2281.22596,42.45244241,12.70691016,11.66733831,6.699624272,3458.899,67.108406
1.83,0.614,18.09389755,-11.29,3.713,0.381,-15.35,2506.670281,38.77400318,13.06723848,10.50412751,6.622497177,2450.22,86.054916
2.186,0.75,15.1107011,-7.44,3.247,0.412,-16.02,2547.123868,40.25496524,13.84453419,13.30421777,7.236646446,2746.906,86.44387
2.388,0.706,23.1960987,-12.15,4.162,0.299,-12.32,2051.368521,37.12895824,13.4590933,13.76554665,9.233789701,3395.564,67.306078
1.84,0.556,18.288636,-7.11,3.847,0.381,-15.88,2492.768991,37.44591383,11.82696413,11.60980752,7.267100723,2682.697,82.968022
2.001,0.738,16.3410807,-1.01,4.137,0.363,-14.38,2331.087273,39.7310644,13.78579924,14.79381854,8.524222884,3148.781,82.143047
2.338,0.643,16.54171939,-4.64,3.635,0.417,-16.56,2429.507672,35.98217511,9.987425341,12.12999038,6.645931951,2526.069,66.398157
1.926,0.635,18.37580226,-13.51,3.77,0.323,-13.73,2468.911385,39.76823911,14.06414636,11.44019484,7.70228623,2411.413,86.314177
1.934,0.733,23.6532119,-13.08,3.64,0.308,-13.18,2549.215913,42.04429325,13.27345451,13.81696254,7.589782661,2951.208,80.000716
2.07,0.625,19.69046702,-6.13,4.064,0.399,-17.93,2504.676025,39.94637262,11.59227008,12.11292797,8.085759772,3104.735,75.950022
2.256,0.693,16.18522678,-3.96,3.756,0.335,-16.37,2142.192128,40.83701234,14.44873967,11.34356494,6.504704765,3221.297,76.897904
1.948,0.585,23.25942385,-13.86,3.763,0.378,-14.96,1971.760058,34.42230388,10.23831697,10.12108467,7.098782508,2849.433,79.887462
2.005,0.595,19.54732264,-2.63,3.965,0.374,-15.88,2575.365712,41.39272336,14.34306245,13.5894629,7.207163635,3294.21,75.453064
2.075,0.538,18.91923406,-2.01,3.937,0.401,-13.03,2447.988412,35.56177045,10.66122056,11.73208223,6.647852234,2700.848,66.602133
2.004,0.74,14.67499202,-7.3,3.953,0.431,-12.05,2025.296312,40.21322456,12.08896822,11.51012563,6.718429948,2857.111,89.969657
2.148,0.652,15.40767511,-1.9,3.704,0.391,-13.85,2487.325133,36.86770646,12.08295989,14.20389224,8.794024908,2800.273,75.85795
2.286,0.558,20.10241985,-13.64,3.5,0.321,-17.62,2463.317049,33.74596085,13.48676477,10.17431213,6.637832851,2581.504,73.101149
1.954,0.524,18.19643797,-13.14,3.64,0.356,-14.83,2507.785278,42.22748314,10.95324408,12.76877934,7.827249191,2381.42,79.556957
2.27,0.636,16.28124408,-4.32,3.28,0.316,-16.25,2246.173352,37.17178516,11.0644813,13.05932668,7.5113305,2965.341,74.012097
1.859,0.513,18.92398113,-13.13,3.862,0.329,-13.07,2610.42513,41.86499992,11.83771682,12.72258969,8.553156721,2541.026,80.243001
2.173,0.635,19.6172388,-6.96,3.969,0.358,-12.08,2305.497967,37.45770332,11.80783905,13.49910967,6.809390879,2821.795,69.954722
2.084,0.741,14.08017875,-4.41,3.757,0.352,-14.37,2383.162258,39.41776847,10.49117793,13.1884324,8.146788057,2735.811,87.644261
1.969,0.574,17.70882454,-9.8,3.438,0.406,-13.62,2166.106454,33.79292301,12.05100806,11.91341835,7.718697392,2837.055,90.418705
2.14,0.536,17.7579308,-1.76,3.459,0.353,-14.07,2365.052326,33.52512524,10.20528648,10.86970318,7.53243247,3263.779,72.889703
2.141,0.529,19.78172996,-2.53,3.436,0.303,-16.87,2418.461971,38.51982612,14.39704449,13.98841832,7.629604569,3740.871,74.12668
2.232,0.568,20.33583041,-5.82,3.983,0.344,-15.55,2611.251592,39.92082491,13.7777733,11.67602328,8.829714477,3118.271,67.349613
2.081,0.535,17.88827996,-4.48,3.811,0.41,-14.59,2584.21818,39.25603407,14.33771423,11.67139734,8.842609667,2707.404,73.227311
1.821,0.612,17.78294788,-10.78,4.037,0.372,-12.76,2451.103496,40.60559353,13.86028431,14.65982414,8.949075983,2731.064,84.55805
2.2,0.532,21.36933142,-8.37,3.495,0.306,-17.84,2236.079672,36.05168485,10.12394881,13.44994464,8.076988416,3066.759,69.615917
2.163,0.566,23.80496266,-12.07,3.786,0.368,-13.11,2009.946886,35.9331985,11.24581963,13.23651993,7.051705986,2884.624,67.164266
2.169,0.508,22.5295191,-10.45,3.742,0.344,-15.23,2446.194435,33.58881046,13.35846438,12.65313062,8.065644196,2551.766,64.724438
2.03,0.754,14.55838315,-3.59,4.054,0.343,-12.11,2085.323774,34.80406842,10.48056995,13.44496751,8.665971723,3035.424,88.205468
2.217,0.572,23.37792188,-4.92,4.031,0.363,-16.86,2261.333559,39.65534034,12.41765086,13.5482372,6.643834868,3394.595,67.146143
2.243,0.596,18.25394616,-0.24,4.099,0.434,-16.13,2154.832468,42.89263546,10.2878451,13.01694922,8.345279651,3272.011,66.363605
2.134,0.615,20.64165172,-7.09,4.129,0.396,-16.38,2359.280411,36.43263589,13.22737599,10.60676046,7.135576883,2723.398,67.784583
2.142,0.608,17.48416801,-2.13,3.803,0.329,-13.89,2289.39265,39.96982912,10.43822887,12.2217079,8.780313285,3122.574,73.365775
2.24,0.616,14.24112145,-2.42,3.74,0.394,-16.23,2278.038732,39.09680083,12.49081007,12.78841287,8.715153722,2712.087,75.245533
1.867,0.687,23.58909926,-4.56,3.835,0.32,-17.73,2067.284809,38.96832392,11.68077746,12.88583884,7.974997139,2551.75,67.892947
2.306,0.505,17.13254305,-13.74,3.695,0.359,-13.24,2372.818512,35.564331,11.22307995,14.05089321,6.521821531,2319.76,82.785756
2.263,0.606,14.08796018,-2.55,3.804,0.391,-13.59,2267.491522,34.87541403,13.99402004,10.55520946,8.412730403,2881.369,77.066186
1.965,0.591,16.17331364,-11.15,3.793,0.433,-17.29,2609.745812,33.61390795,10.88526008,11.90767338,8.094519518,2370.74,95.992232
2.361,0.691,13.76642121,-4.93,3.37,0.346,-12.4,2478.803855,35.0981189,14.64655835,11.90426932,7.042235636,2928.28,81.469898
1.893,0.571,15.86695557,-5.97,3.569,0.404,-17.84,2451.411519,38.38927762,13.03783642,13.47878999,9.490172114,2690.15,85.625628
2.223,0.706,13.63569448,-1.24,3.818,0.328,-15.57,2255.025715,35.36412655,10.58547612,13.61462402,8.898532622,2725.697,77.406281
2.066,0.621,22.85975954,-12.28,4.199,0.302,-16.27,2193.134162,34.54035547,10.99492393,10.54173131,7.06024784,2656.128,71.625449
1.994,0.66,22.99801031,-2.08,3.824,0.356,-16.99,1994.011324,41.74638707,14.13459711,10.69790639,7.307529151,3355.306,70.516356
2.145,0.608,15.46667159,-9.05,3.285,0.384,-14.8,2569.259169,33.38814619,14.48045682,11.5616222,6.624693506,2439.516,89.829593
2.263,0.514,23.7231981,-6.15,3.76,0.315,-15.01,2483.704785,39.68306472,12.12834593,13.425274,6.89717408,2827.109,62.760319
1.925,0.697,15.54864197,-9.74,3.742,0.39,-15.96,2594.107842,42.46983092,12.45771841,11.92163972,7.27591119,2437.962,77.085155
1.86,0.711,16.31914427,-10.4,3.625,0.367,-15.18,2587.80167,40.02361311,10.08951407,10.12816614,7.114858813,2501.121,80.319215
1.863,0.632,16.32877279,-5.33,3.679,0.345,-17.77,2496.583617,33.8760852,12.84024987,10.16614356,9.043287086,2792.49,93.557268
1.931,0.547,17.3332289,-10.8,3.848,0.407,-12.99,2355.745402,34.57644713,12.91965614,10.36825572,9.347209387,2425.841,92.864599
2.08,0.662,16.05261755,-7.04,4.03,0.402,-14.92,2297.359998,35.99693255,10.87950495,12.19006926,9.140658602,2628.013,82.242655
2,0.739,23.35023934,-8.64,3.904,0.407,-17.19,2086.273743,37.13294029,12.75978668,13.28286732,6.860757508,3238.312,75.749305
2.105,0.68,22.47151345,-5.29,3.533,0.432,-17.13,2531.024856,34.14175972,12.50006696,12.46684834,8.519631881,3115.41,66.590888
2.079,0.703,20.47142687,-8.31,4.086,0.389,-15.23,2424.209435,42.92320886,12.45842608,12.28141912,7.091152983,2958.866,75.013489
2.378,0.609,16.64241941,-11.64,3.941,0.405,-12.39,2205.937438,40.95413111,14.10561141,14.87570538,7.448263697,2462.609,78.748015
2.042,0.743,23.11929622,-8.55,4.008,0.333,-15.91,2255.791177,39.63318991,12.05354287,12.84806416,7.887366449,2855.322,70.369152
2.109,0.674,15.25943426,-8.53,3.914,0.418,-15.15,2065.045798,41.05338919,11.47077967,11.9558426,6.946797044,2879.419,90.672623
2.019,0.606,18.72527827,-3.25,4.041,0.338,-15.76,2297.220909,42.26950603,11.45059339,10.83919261,7.438917548,2981.983,74.051969
2.149,0.664,17.51953322,-12.55,3.54,0.411,-17.51,2536.75929,38.72041336,13.62631947,11.69058223,9.408364247,2461.38,83.279584
2.307,0.557,16.47775208,-5.04,3.588,0.417,-16.33,2412.907316,37.58377324,13.05487774,12.43772162,8.033718508,2600.431,68.914205
2.118,0.642,21.17631805,-14.34,3.779,0.347,-15.47,2275.35776,42.3354206,9.991198055,13.04955179,7.725953417,2633.428,79.397849
1.944,0.663,19.3146318,-9.34,3.839,0.346,-13.09,2345.814162,40.98019292,13.08793253,12.41347307,7.848551688,2776.497,84.013172
2.14,0.642,19.94941919,-0.18,3.362,0.394,-12.02,2631.331874,36.44921512,13.17729912,12.14337451,8.969109419,3473.871,68.427966
2.2,0.714,15.64070189,-8.56,3.985,0.431,-16.1,2180.165328,42.22134408,12.26727286,12.38066396,7.003814154,2572.437,83.221759
1.942,0.598,14.56730271,-0.19,3.752,0.315,-14.31,2543.816935,38.36620406,14.2355225,14.22546684,7.123224069,2757.388,82.568515
2.013,0.536,13.69933931,-2.79,3.634,0.361,-12.77,1999.821373,37.15510804,10.00884499,12.96402797,8.204226496,2631.684,89.848503
1.966,0.688,18.10636282,-2.63,4.197,0.332,-14.68,2408.408564,37.63982594,11.17950965,11.88956238,9.136558083,3215.797,78.91597
2.116,0.52,18.39915551,-9.52,4.019,0.328,-16.62,2407.899367,33.51198543,13.81783309,13.00963276,6.975363552,2328.431,74.764328
2.083,0.72,15.36129158,-5.39,3.641,0.301,-17.3,2484.48526,42.58659472,12.27597427,10.8214662,9.584689364,2804.79,84.270124
2.205,0.52,18.03293043,-12.67,3.267,0.379,-17.89,2429.653034,41.07085687,13.77642366,13.87288687,9.389262065,2794.35,85.427343
2.054,0.622,15.51685928,-3.88,3.363,0.432,-16.11,2614.751622,38.18714963,10.32223826,10.05076354,6.741972306,2819.699,82.005534
2.309,0.548,15.74505676,-4.24,3.402,0.435,-17.68,2503.070869,42.02910489,11.1558925,10.73205423,6.463898371,3022.899,71.570566
1.96,0.744,15.08590267,-8.29,3.99,0.395,-17.8,1985.339444,39.52394121,10.11239572,14.20202377,8.821356644,2892.239,92.036294
1.878,0.619,20.03697743,-5.64,3.915,0.342,-13.16,2556.503058,36.52790597,11.26830892,13.99565964,6.777478172,2894.971,79.270546
2.187,0.646,20.80217101,-14.68,3.93,0.31,-13.22,2132.094456,40.19810951,11.08465235,12.90675149,7.248128795,2781.218,79.921479
2.211,0.607,17.41442666,-9.59,3.948,0.304,-16.03,2076.559172,37.40753449,11.44081075,13.8882493,8.400842895,2747.587,80.630378
2.178,0.658,18.98768812,-13.67,3.475,0.398,-15.06,2158.640252,35.69023441,13.81182098,11.16337416,7.068791798,2713.418,84.530204
1.992,0.652,15.73478744,-9.3,3.441,0.319,-14.79,2579.665195,38.35693035,12.22687113,14.80788099,6.713502102,2336.079,90.482407
2.043,0.583,18.0219961,-0.78,3.664,0.348,-15.25,2219.933747,40.03055683,10.76610408,11.41128784,6.788621416,3550.846,77.661528
2.074,0.712,17.31196082,-0.43,3.901,0.332,-14.16,2415.70707,41.394056,14.4234612,10.74200127,8.197379856,3132.778,74.26015
1.998,0.68,17.21628841,-8.21,3.298,0.383,-13.13,2400.386776,41.59287037,13.1363521,13.50347616,6.588644212,3015.831,85.393897
1.972,0.673,20.87159177,-9.53,3.537,0.298,-17.65,2415.202289,38.69978915,14.13653889,11.69253094,8.895087061,3418.055,82.499535
2.046,0.562,20.16541789,-10.92,4.034,0.357,-14.9,2490.245654,42.65266726,12.19115805,12.31398152,9.296716377,2774.992,78.208441
2.001,0.557,22.50958112,-12.38,3.73,0.417,-17.99,2454.035588,39.28754702,11.90052799,10.50888701,8.815719406,2643.285,74.84238
2.307,0.531,22.10662722,-10.25,3.614,0.41,-16.03,2232.409916,36.07052353,14.05639584,13.43005804,6.907166026,3240.399,68.745923
2.169,0.632,21.34010418,-5.05,3.832,0.391,-17.55,2571.596043,36.95363967,11.18866583,11.93480884,8.009268112,3003.283,64.629047
2.318,0.696,14.51326559,-8.24,3.27,0.331,-12.39,2490.801365,34.9880047,12.09158229,12.04513739,6.861208895,2794.104,85.823614
1.863,0.586,15.90990529,-6.23,4.186,0.402,-13.25,2242.818943,38.41850356,14.56423164,11.36658222,8.438530382,2720.692,83.303192
1.985,0.726,18.74900059,-6.51,3.686,0.387,-16.47,2088.214773,38.09896233,14.1903491,13.06200988,6.473588077,3991.22,91.802635
2.013,0.506,17.71785923,-11.82,3.719,0.399,-13.87,2369.974846,37.15848733,12.87192202,10.34249271,6.934608943,2308.722,86.800323
2.296,0.699,15.67578375,-1.94,4.073,0.406,-16.72,2185.070876,39.53050245,12.64311972,12.36828864,7.1436015,2818.852,68.422487
1.975,0.704,18.24669019,-4.33,3.894,0.327,-15.82,2472.702041,38.55002213,12.96566788,14.17823874,7.513130255,2937.887,79.657789
2.203,0.579,21.82163529,-10.02,3.757,0.378,-17.15,2318.588778,36.16192109,13.14552396,14.28763993,7.060779106,2685.109,65.752587
1.851,0.646,15.13148723,-3.05,3.574,0.422,-16.81,2577.369992,34.27489798,12.46185209,12.66027389,6.780858387,2820.642,91.631631
2.158,0.643,17.19786212,-7.39,3.869,0.384,-13.43,2366.800187,33.98802223,12.56427293,12.73981888,8.571221686,2663.193,78.189719
2.109,0.561,19.56573797,-12.82,3.873,0.368,-14.76,2431.484337,34.45561556,14.63674443,11.24431087,9.209459667,2440.65,77.979518
2.363,0.656,18.67039406,-7.46,3.995,0.397,-14.16,2045.469988,36.08144162,11.39945451,12.6841386,8.586795331,3052.759,70.134478
1.988,0.727,21.97449771,-4.08,4.103,0.32,-15.26,2218.739809,42.55180888,11.95133813,11.82619247,8.399929799,2662.463,67.128228
2.298,0.624,18.74215481,-7.4,3.869,0.356,-16.42,2571.875173,42.65743339,13.30793144,11.50500893,6.608976196,2693.339,67.688096
2.054,0.605,17.0658454,-8.87,3.973,0.36,-12.43,2589.981828,32.85854884,13.2215232,12.32752947,8.632022438,2793.43,85.122609
2.385,0.652,15.82607569,-4.91,3.669,0.384,-14.12,2212.218546,36.98276398,13.36743755,12.27955915,7.456073589,3070.029,73.591829
1.955,0.721,20.25719694,-1.93,3.326,0.374,-12.77,2446.317609,38.13964478,14.55834774,10.26196506,8.163825457,3178.815,75.981871
2.195,0.699,17.69248594,-9.11,4.066,0.43,-13.37,2379.73698,35.66065545,13.1475995,12.17342429,6.814772666,2401.112,74.361967
1.869,0.718,21.50562342,-9.61,3.839,0.298,-17.4,2286.63783,35.88262686,13.02401666,14.07945072,7.787517446,3150.932,86.353682
2.169,0.675,16.54800722,-6.11,4.104,0.323,-13.43,2495.443541,37.57864052,13.63223439,14.10939548,7.879048844,2762.79,78.552307
2.319,0.564,23.49577756,-8.02,3.888,0.417,-14.49,2575.626396,37.38266911,14.67871351,14.37727545,6.775908509,2892.911,63.012039
2.078,0.554,19.38218239,-4.61,4.133,0.402,-12.01,2071.134783,40.85563207,10.41580158,13.28124668,8.986865818,3050.569,73.128242
1.844,0.752,15.01602275,-6.22,3.887,0.404,-16.7,2465.067219,37.99631102,11.20897307,11.40604921,6.712324241,2659.804,86.974517
2.177,0.731,19.73690053,-7.93,3.602,0.333,-17.13,2285.003912,41.09712015,10.24953395,14.74856826,7.048515714,3000.373,73.793998
2.087,0.622,16.96739785,-3.4,3.768,0.365,-13.4,2567.596309,38.99883691,13.73894575,10.71526273,9.281179008,2858.372,75.527089
2.301,0.718,20.02968258,-13.7,3.534,0.423,-12.78,2491.673436,40.7332995,12.70020711,13.85570392,6.417131072,2490.101,72.430777
2.397,0.644,19.90254449,-6.08,4.126,0.317,-14.74,2299.713516,36.1425968,12.96661671,10.46579455,7.921878218,2720.744,59.860023
2.244,0.527,21.12446898,-9.77,4.174,0.338,-14.5,2416.439603,38.3429217,10.99753283,13.13201735,7.432213235,2751.579,67.01215
2.214,0.661,18.79863586,-4.01,3.679,0.325,-14.57,2535.539216,40.50244342,12.67740338,13.00209577,6.87549926,2789.117,65.424823
2.313,0.676,21.55267834,-6.06,3.874,0.412,-15.02,2581.779974,41.11484744,12.81543884,10.3112264,8.671736042,3130.727,62.251904
2.208,0.674,23.53181691,-11.71,3.667,0.35,-14.96,2482.023862,34.93333947,14.60005028,14.49385681,8.164876858,2771.441,64.623981
2.3,0.7,18.48039505,-7.89,4.08,0.376,-14.23,2330.321905,35.12734966,13.68615402,12.21943811,6.905752616,2608.673,68.21116
2.294,0.545,19.80316216,-7.45,4.038,0.411,-12.08,1973.924664,42.71907375,10.72534143,11.20531927,8.786299481,3349.531,72.361504
2.297,0.504,18.14590726,-9.68,4.014,0.341,-13.24,2279.047798,40.73690193,12.13186025,14.68632085,7.771424637,2419.123,70.496137
1.906,0.616,20.25193906,-8.28,4.065,0.311,-17.86,2022.547312,35.40825242,14.58845046,13.51170697,7.220820471,3433.617,88.227261
2.374,0.747,14.27044642,-8.98,3.939,0.308,-15.04,2426.862333,33.60835045,12.14792652,12.48403473,9.465561435,2514.015,83.693177
2.166,0.719,21.35311997,-7.39,3.853,0.353,-13.26,2195.724983,42.07783711,11.55812593,13.98689724,7.481743726,3539.205,73.452791
2.015,0.753,15.74929698,-3.21,3.804,0.391,-13.88,2563.209619,35.3667703,14.14568854,10.46684074,9.507764424,3085.054,87.086479
2.064,0.6,21.34390104,-12.99,3.488,0.417,-17.26,2285.668231,36.3273509,10.9820069,12.90428327,6.456696204,2642.821,77.808228
2.018,0.556,20.96440398,-10.81,3.692,0.36,-14.08,2209.69285,39.30444897,12.2828303,14.24204061,6.445901946,3089.715,82.155565
2.346,0.567,23.48571598,-5.29,3.778,0.353,-14.84,2313.870035,38.65322546,10.50596789,14.14011624,7.699612256,3064.846,61.780102
2.2,0.559,20.08398007,-11.9,3.654,0.314,-15.76,2284.434147,40.97017192,12.76288201,11.89964819,8.907290883,2924.836,78.196157
2.15,0.669,23.08407123,-7.27,3.559,0.401,-17.78,2423.409332,35.64204985,10.99897604,12.18955166,8.984546005,3010.901,65.086289
1.944,0.504,15.15112739,-0.1,3.677,0.375,-17.21,2479.441981,35.55564149,10.37082889,14.41665871,8.080534426,2580.293,77.527126
2.24,0.603,20.3542026,-13.77,3.4,0.317,-14.99,2361.425417,35.12138571,14.24462247,12.76429462,6.67862837,2726.843,76.948114
2.049,0.677,18.48456307,-11.54,3.48,0.324,-14.98,2364.04277,42.48588576,10.70488837,10.93397445,7.403463499,2911.062,86.85735
2.083,0.618,22.96660675,-6.41,4.163,0.397,-14.73,2356.815197,36.91900435,13.69459697,11.96895681,8.105431165,3259.622,68.289235
2.031,0.601,19.23817961,-4.53,3.918,0.395,-12.36,2362.695717,42.05244668,14.41633738,10.06486757,6.853993754,2888.874,72.939504
2.079,0.635,17.14632784,-2.04,3.61,0.352,-15.46,2542.897293,40.99784677,10.09785592,11.12475118,9.474275211,3200.046,75.811918
2.189,0.594,21.1699307,-1.68,3.808,0.332,-15.56,2493.773048,38.3518188,11.25280911,12.69074381,9.164180409,3220.341,64.680172
1.886,0.607,18.25526173,-9.18,3.858,0.434,-16,2560.646204,37.18926126,11.30471412,13.97337737,6.983492753,2621.768,88.198405
2.032,0.614,20.32145298,-11.19,3.795,0.369,-12.72,2135.292165,42.06647385,11.51463546,11.85085133,8.403995836,3156.707,82.618073
1.984,0.718,18.80263078,-14.02,4.176,0.365,-16.55,2069.664367,33.06437933,9.97558952,13.67770913,6.849573815,2277.999,87.60598
2.254,0.641,18.8409456,-0.83,3.21,0.375,-16.1,2616.330588,40.61921001,10.31815657,12.45242949,7.783090311,3251.471,64.927232
2.151,0.645,15.94569833,-10.92,3.188,0.372,-12.26,2628.889191,32.99414183,10.61483546,11.61620942,6.451941652,2368.469,90.754373
2.254,0.584,19.63305899,-7.13,3.578,0.387,-16.83,2193.621998,34.9365886,11.07923521,10.25158736,8.736125702,3089.962,70.736854
2.323,0.528,16.94420012,-8.06,3.608,0.409,-17.16,2069.154893,34.05400134,13.1825325,14.67266373,7.015443482,2677.817,73.694748
2.01,0.658,17.86050575,-7.7,3.38,0.318,-16.5,2623.493762,37.87619308,13.66257601,12.91709431,7.209109715,2677.824,82.333345
1.998,0.65,14.67988995,-0.97,3.603,0.324,-13.09,2528.639223,40.18778131,10.27943628,10.4245127,8.179988599,2880.626,83.101208
2.082,0.73,21.14147087,-9.2,3.729,0.396,-12.4,2523.896979,42.83700714,12.3796942,14.24022386,8.582706449,2995.969,75.932789
2.12,0.543,16.26847333,-2.6,3.597,0.332,-15.41,2247.636881,41.5403347,11.03773343,14.51988907,8.480258261,3139.884,79.172761
2.11,0.599,20.64848663,-3.24,3.571,0.413,-12.13,2562.064788,37.97730168,11.72899401,10.83215881,8.171870167,3013.639,65.707951
2.1,0.731,15.60317156,-5.28,3.892,0.426,-17.25,2574.146003,39.64847418,12.34281507,14.41234501,8.830165346,2902.049,83.326254
2.148,0.558,18.49705677,-6.11,3.486,0.338,-16.52,2354.199646,37.57029911,12.23074325,12.36043738,7.643352434,3157.227,77.078691
2.04,0.529,22.95459212,-12.29,3.785,0.393,-16.17,2476.382576,37.46787947,13.99319088,10.76697543,7.138805935,2503.231,70.480451
2.252,0.613,16.51721551,-6.6,3.693,0.405,-14.77,2337.74179,40.87621179,12.12920846,11.33119174,7.278565877,2602.58,73.354105
2.147,0.593,17.86940171,-9.36,3.152,0.422,-13.05,2608.131463,35.7407733,14.3118393,13.53645234,7.518550183,2887.506,81.045775
1.847,0.55,23.41209894,-14.12,3.674,0.36,-16.34,2536.462267,36.01334776,14.15256555,12.93388116,8.949860683,2697.559,84.76742
1.877,0.532,22.91921772,-14.21,3.566,0.323,-14.59,2569.975068,40.16151604,11.26636414,12.64137268,6.529341627,2472.183,79.891993
2.233,0.697,17.31576302,-12.63,3.744,0.325,-16.1,2276.220645,41.78480957,11.96420821,14.24967165,6.805245368,2588.514,84.314319
2.304,0.56,22.46229387,-8.57,3.521,0.302,-12.68,2459.773838,41.57718923,12.25427672,10.86248457,6.894657555,3191.354,66.028063
1.822,0.674,22.0818114,-14.9,3.896,0.402,-17.02,2477.772859,38.3082826,13.64140631,10.08210301,7.812055944,2650.282,85.484126
1.855,0.565,20.28401439,-9.49,4.115,0.305,-13.46,2513.077776,37.77322307,14.5442459,10.17045576,6.910362261,2844.145,81.733886
1.882,0.558,19.23392924,-7.83,4.024,0.307,-16.02,2624.290298,42.3714138,13.57619616,10.46926943,6.856985903,3009.457,79.186866
2.296,0.627,20.58157735,-7.05,4.1,0.417,-12.21,2159.290867,38.64985256,11.7904219,11.15668299,9.531613424,2966.702,64.968307
2.153,0.595,21.45540111,-8.84,4.093,0.371,-12.42,2085.512474,41.21524553,12.61662135,14.06886213,9.365142119,3064.824,71.668554
2.247,0.524,15.51031637,-5.58,4.111,0.36,-12.02,2255.188171,37.75772341,10.80014068,14.32341859,7.846499289,2493.07,74.2463
2.369,0.556,22.59965963,-7.73,4.153,0.34,-15.97,2420.756998,38.06947111,11.52344689,10.5025991,8.762742267,2911.617,59.947049
2.041,0.534,19.92474442,-14.33,4.097,0.357,-13.42,2217.510827,42.99207745,13.65942186,14.72816475,6.46482866,2363.126,81.086298
2.025,0.625,17.42742484,-10.83,3.328,0.386,-17.05,2398.719274,35.89994179,14.32297259,10.96434076,8.726601092,2871.77,93.058164
2.134,0.654,16.52758249,-5.57,3.687,0.36,-16.69,2160.933457,38.314956,11.81253642,13.59970559,6.616234113,3009.264,81.633004
2.092,0.642,13.58192004,-1.29,3.801,0.333,-16.62,2163.046094,41.76093056,11.71776221,11.9090325,9.125168062,3295.95,85.989447
2.114,0.573,18.72971951,-5.17,3.978,0.37,-16.96,2299.041099,37.43809468,13.70132343,10.6457626,9.437352707,2795.837,71.661472
1.993,0.663,23.3409901,-13.09,3.924,0.378,-15.95,2268.137705,41.10673041,14.53685194,14.00677282,9.56475032,3013.93,76.017227
2.093,0.518,23.35849644,-10.82,3.903,0.364,-14.93,2353.923838,41.50953532,11.22295668,12.56654029,8.407404707,2748.932,68.310124
2.154,0.736,17.94702072,-14.22,3.199,0.329,-14.27,2608.480916,37.00514628,10.03375064,11.07569681,9.54359586,2724.819,91.224852
2.329,0.716,19.22404339,-10.83,4.043,0.325,-15.57,2218.203917,41.97313394,12.07873818,13.60984272,8.878287679,2670.902,71.417962
2.341,0.603,17.27848551,-0.07,3.537,0.391,-13.32,2629.629263,35.80592008,11.5747672,13.05430899,8.210555372,2821.713,60.434604
2.294,0.528,22.29084518,-3.91,4.142,0.338,-16.06,2388.966248,34.59012561,14.18181371,13.15173631,9.147096645,3210.869,62.99738
2.108,0.72,18.8308676,-2.7,4.052,0.39,-17.46,2409.492413,38.69652554,14.45891168,11.38671213,8.651958197,3060.229,71.334573
2.324,0.691,18.90090167,-11.41,3.476,0.414,-15.37,2175.173866,33.40220864,10.99986474,14.83324079,7.738977683,2774.027,74.534056
2.179,0.751,14.73867027,-10.13,3.646,0.373,-13.59,2602.944311,33.15902419,11.3444951,13.9716406,7.826664659,2318.019,90.153988
1.879,0.722,16.79275952,-8.01,3.694,0.411,-13.74,2423.364107,33.23502885,13.74410083,12.87263968,9.137930701,2921.765,97.49296
2.13,0.604,23.68987069,-14.77,3.217,0.402,-13.09,2438.206473,38.43286514,14.54639743,13.11177499,8.738507391,3149.527,77.579832
1.954,0.619,18.1478706,-9.95,3.908,0.383,-16.91,2132.624305,41.55587267,11.06758519,12.12810514,7.062416946,2809.722,81.902844
2.209,0.599,16.68656749,-0.04,4.162,0.384,-16.2,2365.986649,40.71312969,13.25359887,10.85292271,6.936624686,2929.314,66.739256
2.389,0.583,16.84582149,-14.14,3.781,0.379,-13.8,2279.86164,41.7690544,14.22846819,14.77751465,9.01731288,2677.564,86.739761
1.936,0.639,16.31588178,-2.04,3.909,0.377,-17.97,2638.706354,33.78995576,13.19403714,11.39836385,6.99625511,3227.98,86.257759
2.358,0.692,21.77630737,-2.06,3.929,0.404,-16.41,2373.845615,35.3811505,14.37586453,13.60218351,7.180492955,3268.235,63.037111
2.234,0.651,17.64025997,-3.99,3.216,0.335,-16.74,2618.120253,41.79559336,12.24794422,11.39252656,8.921041857,3328.652,74.303342
2.052,0.645,20.51935307,-7.9,3.959,0.425,-17.43,2466.625608,33.9665346,10.96197393,14.33652523,6.708594914,2828.476,73.46449
2.241,0.523,17.73977731,-4.59,3.508,0.419,-17.97,2148.008568,40.19227741,14.59086673,12.0237755,7.11902219,3106.788,72.128409
2.315,0.506,20.51347483,-6.4,3.182,0.426,-13.78,2368.351566,37.80994624,12.84858568,14.02361691,9.182683944,3168.256,68.794254
2.225,0.539,19.68010493,-8.12,3.409,0.361,-13.87,2362.255948,39.84982512,10.18665936,10.77754598,7.077478398,3113.379,73.144598
2.12,0.693,23.50322212,-9.81,4.059,0.419,-15.89,1979.326913,39.3475225,12.63735793,12.93753911,6.838734834,3677.042,74.433961
