R_mr,c_mr,theta0_mr,tw_mr,R_prop,c_prop,tw_prop,RPM_prop,span_wing,theta0_wing,AR_wing,l_rod,GW,Max_dBA
2.016,0.745,22.83114806,-5.45,3.984,0.382,-12.31,2164.87793,37.947759,14.60081639,13.67334707,7.37422622,2675.635,78.800364
2.127,0.726,19.50443247,-14.55,4.128,0.298,-17.49,2404.972659,37.01839071,12.01036926,13.57308228,6.788141911,2387.239,81.386239
2.368,0.628,14.22942556,-9.7,3.541,0.409,-14.32,2627.609301,40.72537709,14.018638,11.63517159,7.157749591,2397.023,84.844547
2.144,0.695,20.12561088,-7.75,4.161,0.299,-13.68,1990.356432,39.05323068,10.58875174,11.16163093,8.078788737,3367.594,77.397833
1.991,0.661,16.29522154,-10.73,3.882,0.354,-14.7,2410.984719,42.2073025,13.16084381,11.87204574,8.082331981,2487.893,86.834913
2.228,0.631,13.90051766,-5.57,3.303,0.347,-17.38,2529.776896,35.78733517,12.36002238,10.93188858,6.981300076,2660.883,84.908867
2.027,0.603,18.68804126,-7.81,3.653,0.323,-14.44,2449.317954,43.1257066,11.3062236,12.98284191,7.360555304,2656.864,78.578926
1.847,0.555,17.24056699,-11.04,3.446,0.302,-12.13,2621.371576,42.9857474,12.42992997,13.59133929,6.454379784,2413.435,76.061523
2.312,0.603,17.89835475,-13.69,3.92,0.347,-15.08,2044.683966,37.53178922,12.47640148,14.46067274,7.52412689,2830.545,85.324683
1.929,0.678,19.15262232,-4.94,4.14,0.415,-14.41,2258.297807,37.60336308,10.64722208,10.56802591,7.160046392,3135.592,81.961694
2.119,0.614,20.05429919,-7.85,3.979,0.314,-17.48,2553.760776,42.62331647,11.56472271,11.94606894,7.918546356,2858.817,72.198236
2.03,0.508,20.16454275,-6.09,3.957,0.329,-12.21,2055.155248,39.40989573,11.08197193,12.00967721,9.027142328,3391.337,78.415078
1.962,0.656,17.41958021,-7.15,3.762,0.348,-14.11,2635.273191,38.7907278,14.04640865,13.36712433,6.926872916,2615.685,83.672415
2.118,0.556,23.38603276,-8.98,3.852,0.413,-16.87,2421.556827,40.97646892,10.79394059,10.59283214,8.944826444,2903.92,66.409251
2.196,0.638,15.62660802,-9.77,3.874,0.43,-13.33,2266.068513,37.61316086,12.84713651,14.77024433,8.982252152,2441.143,84.395395
2.308,0.609,21.78205021,-0.88,4.133,0.36,-17.29,2137.036151,36.24146871,10.92309661,11.0238062,8.711575959,3393.801,62.205998
1.925,0.662,19.81725545,-3.37,3.75,0.417,-15.62,2394.493517,38.85177905,10.71391621,11.09664572,9.214048336,3358.469,77.482272
2.275,0.664,17.48611234,-10.75,3.764,0.307,-12.59,2519.685432,36.00475864,10.82111242,14.52388117,7.868575663,2335.917,74.695003
2.144,0.596,22.09040643,-7.25,3.972,0.409,-12.52,2337.168657,38.21140421,10.08694187,11.88521782,9.153108557,2924.376,66.197573
1.968,0.726,15.0768035,-9.18,4.127,0.395,-12.83,2108.765481,37.81931942,14.19897605,11.57048386,6.84784858,2567.719,92.642298
2.022,0.588,19.52892815,-1.71,3.649,0.35,-14.49,2584.964953,41.66420163,14.33192334,11.7551959,8.429407254,3268.413,72.894699
2.221,0.69,19.96290812,-2.25,3.683,0.325,-14.44,2407.247751,36.33023951,12.34716831,11.93340326,7.989007158,3342.54,66.149424
2.215,0.534,21.47195355,-10.35,3.732,0.422,-14.72,2177.821859,37.98752109,12.931555,10.72911736,8.643596631,3040.897,71.690115
2.369,0.748,14.62405185,-6.34,4.177,0.428,-14.68,2397.335855,34.56387531,13.94817637,10.19176205,9.551469886,2846.841,80.893343
1.866,0.659,16.35122051,-7.69,3.341,0.378,-15.81,2287.000655,34.92033296,13.04353681,14.05424926,7.732636421,2964.861,93.307708
1.98,0.519,16.15376576,-4.28,4.047,0.33,-12.9,2015.025678,38.47067948,13.08408747,13.83106602,8.586132737,3326.868,84.438494
2.252,0.627,16.76879887,-11.65,3.312,0.432,-12.22,2174.028509,40.41613949,11.57228984,10.6887089,6.583668944,2650.871,89.905152
2.212,0.508,20.39867673,-13.52,3.589,0.307,-16.66,2582.74766,42.89986623,11.28478981,10.60319784,9.321718465,2486.231,74.430617
1.919,0.621,21.57158347,-1.65,3.782,0.363,-15.41,2553.018278,40.34450399,13.23035459,14.71811611,8.669983374,2933.72,69.7428
2.181,0.556,16.93389686,-0.09,3.461,0.395,-16.73,2590.45959,34.82921363,11.81727043,13.52523584,6.484377366,2672.378,65.354587
1.882,0.733,20.06951617,-5.46,4.183,0.339,-13.58,2271.557018,33.86410909,14.38600916,12.03955208,8.292839938,3311.926,84.68325
2.226,0.728,19.65562043,-13.61,3.658,0.311,-16.91,2111.08896,38.5047203,12.93917182,14.68922329,6.541597448,2808.424,80.657578
2.243,0.605,19.71492453,-1.94,3.789,0.326,-14.62,2344.360578,41.58073391,14.35451894,14.51508484,9.538836945,3594.367,67.650754
2.033,0.688,16.33475316,-7.99,3.307,0.421,-13.9,2464.079386,38.45350528,12.86564352,14.12268175,8.768734484,2900.435,88.935139
1.953,0.725,19.0128019,-12.43,3.422,0.43,-15.46,2460.340562,40.14334405,9.953106511,11.48649594,6.929471531,2916.679,89.177393
1.852,0.635,19.66413622,-12.54,3.608,0.39,-14.52,2153.491977,39.32893021,10.59752665,11.46365267,9.541193775,3245.57,79.977165
2.342,0.521,17.23395314,-4.04,4.181,0.339,-14.39,2068.542712,36.5129519,10.68508872,11.5971548,7.354739283,2722.366,65.789849
1.999,0.62,19.36195494,-7.15,3.939,0.346,-12.86,2045.117293,37.52280113,14.49354784,14.13295298,7.492828289,3559.635,87.167577
1.881,0.513,17.93874774,-6.21,3.551,0.363,-17.56,2258.171374,33.41290978,14.4696398,12.33680265,6.601292051,3176.621,91.06473
2.247,0.745,18.64776023,-3.91,3.806,0.319,-13.4,2451.026886,33.88868277,12.88424309,14.52775738,7.79481229,2832.428,64.996271
1.852,0.656,16.24844628,-6.71,3.485,0.312,-16.48,2402.258839,35.78409533,11.01985055,14.32604295,8.677411874,3201.036,87.869864
2.056,0.529,23.63880132,-6.94,3.618,0.331,-13.53,2434.462051,37.79936705,10.12113767,10.75063336,7.991356409,3127.467,68.382903
2.171,0.729,17.06924052,-5.15,3.527,0.352,-17.43,2253.644211,36.41702945,12.17119194,14.22406635,8.667663101,3075.435,78.804007
2.248,0.646,16.4477552,-3.8,3.773,0.308,-13.18,2294.119751,40.17596971,13.70086941,11.1051781,7.27122038,2999.053,73.920477
2.048,0.63,17.39146617,-13.62,3.404,0.394,-16.18,2353.478528,34.31385699,10.84845977,14.84538685,9.477026892,2448.106,96.263501
2.147,0.595,16.86083851,-4.5,3.983,0.352,-12.12,2457.872043,41.7047065,10.55495627,10.22297334,8.891485787,2759.003,74.877106
2.18,0.616,22.78304333,-11.76,3.838,0.428,-17.53,2127.419091,42.8888697,10.14510881,14.46384949,6.900119345,2934.337,69.787858
2.05,0.596,18.22663934,-9.09,3.807,0.345,-15.52,2292.800649,38.09370299,10.64082319,13.93462512,9.38476041,2621.524,78.603778
1.861,0.587,22.57086463,-8.4,3.587,0.425,-15.66,2554.762368,42.68491334,14.24241507,14.17537816,9.061187293,3470.12,76.996134
2.153,0.734,19.10530717,-9.26,3.557,0.345,-15.08,2594.957896,33.86120967,14.11089402,12.0021309,9.206110817,2679.259,75.669705
2.199,0.51,20.91824592,-5.13,3.76,0.374,-17.28,2244.780184,42.92177465,12.8885471,10.24147515,9.372409179,3499.99,70.014071
2.154,0.637,16.34866451,-10.54,3.81,0.307,-12.65,2139.604648,33.68927429,10.94241996,14.02684526,6.567785839,2455.162,85.807888
2.201,0.705,16.30589347,-2.3,3.846,0.404,-16.25,1990.816843,39.99647225,11.41378475,13.12153673,7.087332406,3370.779,77.080986
2.357,0.505,17.63671554,-2.88,3.353,0.324,-17.6,2180.91299,36.2048391,10.72077681,13.13607367,7.255112887,2832.031,64.157295
2.222,0.738,22.86051394,-7.63,4.006,0.309,-12.82,2611.606817,41.5582197,10.37658869,10.81034082,8.06865668,3453.513,67.053199
2.22,0.611,13.62078883,-3.52,3.566,0.432,-16.71,2562.82134,41.65874455,13.32825646,10.56861241,7.886110403,2741.131,81.258167
2.189,0.535,14.68824888,-3.22,3.981,0.363,-14.4,2224.569055,36.47751003,13.23805861,11.61487878,9.200818223,2595.953,75.749768
2.048,0.535,15.07641201,-5.98,3.563,0.353,-15.09,2252.207296,40.00822149,11.63239826,12.56031701,7.419681557,2856.933,84.880336
2.132,0.724,21.38403265,-12.65,3.589,0.306,-16.04,2323.833062,42.25725774,11.61554014,11.31359855,8.500231366,3212.669,81.475048
2.289,0.625,17.6507079,-14.46,3.719,0.369,-16.97,2071.725245,41.40730116,10.54461843,12.40943939,8.494493203,2775.874,89.514303
2.331,0.647,14.96719977,-5.63,3.256,0.39,-17.05,2386.578699,37.39452825,13.76153952,12.08017592,6.943367358,2859.381,79.324708
2.122,0.745,22.91753182,-3.03,3.607,0.336,-12.59,2495.662269,37.86437843,10.91345974,11.61865704,7.926015547,2347.346,60.052424
2.034,0.66,22.42059236,-8.92,4.129,0.298,-17.34,2518.543552,41.46315075,12.60704958,10.88555492,7.178047446,3116.71,74.261507
2.304,0.571,17.56960051,-7.31,3.38,0.428,-17.11,2190.13687,36.74321454,10.51532127,12.06894639,7.723399476,2810.791,72.107485
2.024,0.535,17.16914253,-7.67,4.172,0.392,-16.29,2324.727816,37.66924846,11.32129053,12.17846794,7.354625694,2447.923,80.442742
2.102,0.505,17.09633357,-7.22,3.993,0.422,-17.96,2030.857872,33.21500855,11.72685274,14.84942408,7.401903901,2446.194,76.95036
2.107,0.727,15.09254532,-8.41,3.36,0.365,-14.85,2402.784419,36.70011375,13.1434274,10.55665425,9.484352099,3020.163,99.104108
2.308,0.685,14.23496203,-4.73,3.938,0.336,-14.63,2369.680112,39.27928283,13.8149282,14.09771285,7.03326358,2452.04,74.575845
2.016,0.668,14.6939402,-2.4,4.098,0.313,-16.78,2166.282247,37.29855196,14.16378257,11.18322473,9.158585564,2851.444,82.634701
2.203,0.587,18.77066695,-14.31,3.506,0.372,-12.36,2510.36573,34.35076216,14.53370067,12.70874905,8.886828175,2365.579,81.298993
2.064,0.612,20.01171582,-8.77,3.835,0.368,-17.28,2515.733383,35.87294639,10.55103808,12.83328088,6.704513384,2487.665,71.896808
2.284,0.571,19.83600914,-0.51,3.879,0.324,-15.98,2368.20978,35.19964085,12.27814976,11.91703803,6.560603692,3018.727,64.09396
2.065,0.601,20.58503153,-6.33,3.974,0.402,-16.96,2516.088441,41.76647982,10.38397464,12.01789124,7.57647796,3222.48,74.90274
2.377,0.614,16.85288041,-11.41,3.603,0.418,-13.2,2600.864441,41.94080487,10.46044216,13.58450345,8.809807826,2471.416,77.792469
2.047,0.601,17.54534914,-0.9,4.104,0.39,-14.18,2529.60051,36.67753119,10.23188324,10.16121185,7.535762505,3304.335,75.962236
1.883,0.729,22.09394612,-8.73,3.453,0.31,-15.01,2621.009698,32.92718305,11.39121942,12.27874579,6.885400028,2630.848,77.634009
2.045,0.556,17.16374883,-7.37,3.761,0.389,-14.97,2176.831814,42.06508725,11.40713908,12.96479773,8.877092574,2979.94,83.422954
2.259,0.603,23.75194094,-7.43,4.148,0.416,-12.61,2299.829185,36.10282165,10.63216754,10.73803577,9.360883192,3088.073,61.797198
2.268,0.555,22.75615397,-14.99,3.751,0.322,-16.56,2165.625646,33.19932776,10.08456494,13.55553803,8.228681723,2787.946,71.117189
2.23,0.529,16.95561737,-4.37,3.459,0.341,-12.81,2406.289012,34.90040153,12.90088085,13.63678203,7.202772928,2875.046,72.629639
2.289,0.736,14.51596437,-1.96,3.447,0.403,-14.88,2316.137808,40.53539797,13.27827041,14.04264409,8.177661229,3334.078,78.392047
2.277,0.644,20.14581097,-12.74,3.663,0.374,-12.94,2636.430036,33.27013122,12.67005038,11.32443513,9.567684141,2574.233,73.432035
1.978,0.593,16.39553871,-9.49,3.554,0.424,-15.25,2356.134665,34.56359269,14.2868964,11.79060206,7.992671233,2510.545,89.723179
2.156,0.641,15.6926126,-0.8,3.854,0.365,-12.58,2187.604412,42.63951416,10.00099802,13.06624018,9.288175716,3295.798,76.958066
2.173,0.682,15.1434454,-5.2,3.659,0.311,-13.84,2583.333437,40.92415466,13.21247391,13.39036117,6.459274228,2490.573,77.631849
1.984,0.554,15.73969105,-7.71,3.859,0.401,-15.65,2216.402194,42.9734891,11.30963107,13.27531819,9.349730432,2685.486,79.55042
1.957,0.604,19.26599661,-6.72,3.857,0.435,-15.62,2042.317106,33.61618122,11.82461406,11.48363117,6.930809261,3030.289,82.079408
2.302,0.508,19.78321686,-14.76,3.642,0.42,-16.84,2284.160156,33.83926204,12.94744371,13.66994522,9.559463399,2613.074,100.274572
1.99,0.539,17.70367925,-8.94,4.115,0.308,-12.58,2263.171661,33.99958542,14.07300957,10.79826698,7.526673749,2331.524,81.044357
2.196,0.518,14.76984648,-7.47,3.909,0.35,-15.73,2167.323422,43.00953513,13.82209114,10.47196384,8.646107583,2853.619,85.143926
1.993,0.687,20.33289466,-14.85,4.045,0.397,-13.35,2077.105391,37.16654123,10.46790165,10.12485126,8.861397595,2726.956,87.312013
1.948,0.609,23.73883778,-12.99,3.427,0.431,-17.1,2563.557454,37.71244984,12.59473841,12.46491295,9.300127067,3057.376,76.894158
2.11,0.713,14.32199171,-8.01,3.647,0.418,-16.27,2161.039576,35.32029446,11.18223655,11.5595139,8.658252444,2801.077,94.082192
2.087,0.728,15.00877704,-5.85,3.833,0.336,-17.34,2430.7807,36.94478745,12.85985015,13.10174244,6.966947292,2449.652,82.956122
1.973,0.699,20.82000075,-13.88,3.751,0.35,-15.58,2600.749797,35.14505993,13.84521494,12.85590266,7.789247351,2471.665,82.878996
2.135,0.656,23.06122442,-14.44,3.701,0.404,-12.94,2189.144362,42.30201938,11.05203159,12.15578244,9.303622962,3072.136,77.559448
1.919,0.57,20.28660972,-10.13,4.182,0.41,-13.56,2420.366356,37.30232193,11.58981601,14.6392265,9.006127196,2907.469,86.505524
2.311,0.665,19.97936235,-1.51,3.198,0.332,-17.76,2524.521681,41.41422305,11.03190429,11.81054701,7.163588815,3782.329,67.28701
2.271,0.508,20.76201664,-2.2,4.071,0.321,-16.62,2271.9392,42.90949224,12.2138199,12.84499379,7.069567852,2908.09,63.787661
2.038,0.551,19.14951787,-9.99,4.153,0.402,-14.36,1987.173539,40.67769024,11.5943203,11.3495008,8.73408832,2966.876,83.700464
1.995,0.546,16.68316194,-4.19,4.159,0.366,-14.2,2348.57271,36.56687084,11.8048263,11.25900294,8.130021813,2616.76,79.243276
2.216,0.671,16.06689508,-0.95,4.04,0.326,-13.31,2549.01526,39.11527172,12.56269898,12.47850776,8.644377563,3055.691,71.443408
2.188,0.634,14.1517464,-8.77,3.579,0.4,-17.88,2215.966974,36.75760165,10.05210752,14.23230608,7.546587021,2517.028,91.669998
1.959,0.56,15.8656467,-3.51,3.915,0.301,-17.17,2172.161613,35.20365359,12.9173278,12.32710662,6.490016084,2750.743,83.217968
2.399,0.571,14.64702174,-6.12,3.589,0.3,-17.26,2608.25765,37.83199427,11.08971889,14.07543743,6.690330969,2299.936,71.138725
2.153,0.526,20.21759235,-13.91,4.097,0.382,-17.38,2201.246274,40.51657021,11.96291395,10.89098223,7.350204247,2426.433,77.212017
2.174,0.673,22.14822242,-10.55,3.926,0.424,-15.17,2233.772906,42.27389644,13.7727819,10.62592441,8.202448805,2954.386,70.996097
2.234,0.578,17.55997411,-8.7,4.12,0.411,-16.9,1995.702691,39.70836202,13.14167095,13.83334686,7.499497279,2820.952,77.61435
2.185,0.564,16.61776123,-12.17,3.722,0.407,-12.51,2407.691601,34.01174498,14.68364082,10.33563771,7.745963165,2301.572,84.721737
1.934,0.623,23.21275104,-4.05,3.222,0.414,-16.53,2473.804431,40.12033886,10.513474,12.66532808,8.536814986,3352.05,72.420839
2.165,0.581,14.16733797,-6.24,4.191,0.299,-17,2285.426191,33.1224469,14.49956203,11.77280996,8.709834711,2357.013,82.344834
2.376,0.64,22.1294815,-10.5,3.827,0.318,-14.81,2198.22657,36.11310076,14.12159408,12.72161272,9.053753438,3440.96,68.400221
2.128,0.639,22.89576779,-9.41,3.462,0.389,-14.87,2542.9861,36.3188697,11.84961107,11.99359462,7.210718245,2968.723,68.001966
1.863,0.647,18.33772688,-10.37,4.166,0.428,-15.21,2026.6918,40.7276403,13.50377349,12.4710934,7.829400267,2877.747,80.690273
1.891,0.713,16.78557863,-7.81,3.675,0.338,-16.02,2292.095781,37.50980786,12.48700693,11.24319847,9.101103165,3589.097,89.634709
2.129,0.59,19.46210412,-11.09,3.728,0.412,-15.67,2427.264604,39.06656881,12.56715611,10.86761631,9.482756222,2584.963,76.483929
2.363,0.684,21.86060557,-5.72,3.326,0.39,-13.18,2489.197969,35.80652364,14.36669363,13.14333577,7.093128289,3619.563,66.022601
2.231,0.544,19.66654807,-6.97,3.808,0.369,-16.93,2425.207529,35.79443581,13.77155967,12.7531254,7.063865619,2528.994,64.39988
2.148,0.684,22.82384598,-7.12,4.166,0.396,-15.34,1972.154127,40.44988595,10.52841107,12.54295147,7.70364963,3444.025,68.980538
2.325,0.56,17.1812172,-11.07,3.555,0.316,-12.84,2342.193514,42.86347812,14.26329599,10.51332466,9.581299381,3030.524,81.712324
2.338,0.567,18.34224257,-6.59,4.048,0.349,-12.64,2214.776341,40.15328281,10.74960236,13.6497771,8.889183792,2823.178,67.314519
1.877,0.601,23.54996721,-9.64,3.655,0.411,-17.68,2558.870482,42.88470474,12.56998558,12.30465407,8.487642361,3251.172,76.389771
1.999,0.675,16.6808937,-2.67,3.401,0.347,-15.82,2500.241982,42.6382722,11.23629442,14.13029724,9.467389932,3543.752,82.768998
1.888,0.525,13.85235076,-2.55,4.081,0.368,-14.01,2421.229242,40.93804752,11.2579873,13.26592058,8.923473315,2776.865,75.135455
1.864,0.555,19.41947175,-7.54,3.429,0.381,-12.92,2322.880615,38.41654832,10.42623466,13.6208501,7.69351316,2978.093,81.904184
2.254,0.722,20.89113359,-10.17,4.183,0.302,-16.22,2380.301303,40.27847295,10.95724485,11.32529767,9.210360239,2809.599,69.229228
2.077,0.655,16.09901811,-6.14,3.429,0.404,-17.46,2277.166449,33.07497439,14.13816411,12.15423481,7.569815704,3054.347,87.570007
1.969,0.563,18.69000371,-11.72,4.042,0.392,-16.3,2414.706554,39.97186784,10.59554287,12.89543421,9.013282124,2504.009,83.922557
1.991,0.567,16.38524499,-0.84,3.942,0.406,-17.75,2250.434607,37.77876789,13.9954746,13.30801104,8.243062342,2959.289,78.071206
2.176,0.607,18.43827466,-2.95,4.17,0.322,-13.86,2054.104515,38.38447892,10.259009,11.67014655,7.230054415,2981.381,68.464286
1.87,0.585,20.95237569,-10.64,3.613,0.415,-17.09,2497.999507,35.83026209,13.1034976,14.66711132,7.227421314,2783.146,84.826909
2.171,0.702,20.94724647,-7.82,3.853,0.321,-12.78,2565.235071,38.46084362,11.97018201,11.06602693,8.376076591,2900.056,69.020137
2.25,0.563,15.87612426,-7.14,3.562,0.323,-14.86,2361.775783,43.19494766,12.33188691,13.49098679,8.680410393,2893.353,83.036376
1.931,0.625,17.95349695,-7.92,3.788,0.303,-17.21,2136.1506,40.9193703,11.20802816,10.81667029,8.974636801,3352.211,84.505935
1.99,0.576,20.94937161,-14.64,3.445,0.341,-12.51,2422.511553,35.83773575,10.97774089,14.78955789,7.150778496,2522.082,83.606443
2.043,0.609,19.74650057,-14.78,3.458,0.399,-17.92,2351.375556,42.77144191,11.85033718,11.70326548,7.31972342,2633.798,84.482734
2.095,0.541,13.94395466,-3.32,3.629,0.326,-12.53,2539.33679,38.75714288,11.90952214,10.11800079,8.726226572,2521.093,81.589023
2.281,0.51,18.52025272,-12.22,4.108,0.397,-13.59,2296.856907,36.99645101,12.64588915,11.95536094,7.86375501,2394.926,74.429413
1.942,0.613,18.49149376,-7.88,3.921,0.414,-15.27,2300.635758,42.43057455,13.42239767,10.53335582,7.80796313,2786.403,80.603106
1.846,0.745,18.98256359,-11.87,4.069,0.407,-16.43,2067.929368,34.51446242,11.23846292,12.21442866,6.445370422,2645.541,93.120949
2.34,0.523,15.53251657,-5.33,3.861,0.388,-17.2,1993.128449,34.12677234,14.36930701,13.86911664,6.764298478,2942.364,76.445759
1.968,0.736,17.38585058,-9.85,3.914,0.433,-13.6,2357.635528,36.26506163,12.5013262,11.7400368,7.075845256,2469.268,87.807529
1.988,0.518,15.57401848,-1.57,4.018,0.325,-13.27,2283.340307,38.48212446,12.28534519,14.17275047,9.021148862,2732.862,76.651445
2.314,0.507,18.18343784,-5.76,3.617,0.334,-15.36,2581.300002,33.15315819,10.40959595,10.72265117,8.342710488,2469.171,63.308262
2.134,0.696,20.71570992,-9.94,4.146,0.327,-12.84,2086.466902,42.47400016,13.1531766,10.67985413,9.158356088,3284.568,78.528474
2.113,0.558,21.02017601,-9.05,3.481,0.305,-13.8,2595.294437,40.14919583,11.27722581,13.35531628,7.146748928,2604.998,69.078903
1.912,0.61,18.59062082,-10.76,3.562,0.403,-14.53,2315.088028,41.66255933,12.83565302,10.0769282,6.551130542,2707.618,83.369321
2.138,0.531,14.19718017,-3.12,3.515,0.413,-17.06,2256.21149,34.54482066,14.24968194,13.6062055,7.647209776,3021.479,85.982038
2.365,0.576,18.82439593,-6.99,4.109,0.338,-13.32,2326.900316,39.80416291,14.57439356,14.18395982,8.140818056,2608.247,63.026282
1.88,0.582,18.59501926,-8.79,3.483,0.322,-13.3,2632.413107,39.03148083,11.84787136,13.35090014,7.161708371,2521.623,81.905098
1.874,0.723,19.42493927,-10.19,4.071,0.419,-12.97,2282.48397,34.75976592,13.27020078,14.49628869,8.930358352,2909.195,92.479633
1.862,0.626,15.58150546,-4.07,3.864,0.348,-13.39,2623.995282,38.26225568,11.33399653,10.52422409,8.042417193,2938.639,84.004457
2.33,0.658,13.59451321,-4.46,3.796,0.378,-16.05,2017.268293,41.72636218,12.63333244,10.14778773,8.024665257,3136.479,84.436567
1.994,0.605,23.38371189,-3.2,3.717,0.333,-14.56,2520.160088,42.57563028,10.72958557,12.57790179,8.294363604,3018.247,67.345036
2.225,0.538,19.99222835,-4.11,3.794,0.314,-14.04,2374.892259,40.07360289,14.45334919,12.37386856,6.948557461,2776.021,64.125509
2.252,0.577,18.67821109,-13.35,3.241,0.401,-17.89,2298.629409,42.92686134,11.94156734,12.98703034,8.30672285,2836.9,83.129103
1.84,0.732,17.21473601,-12.06,4.087,0.346,-13.74,2089.375777,33.63013641,13.1291597,13.05258933,6.596467652,2745.824,93.285213
2.05,0.67,20.42712572,-5.62,3.266,0.429,-16.6,2330.156432,38.53744267,10.80674052,11.96606937,7.74354565,3320.692,75.586846
1.849,0.599,20.40733443,-9.26,3.86,0.376,-12.61,2417.480552,33.35578947,11.51012203,12.50971754,7.890404982,2695.829,82.788438
2.198,0.742,15.88698506,-8.95,3.205,0.43,-12.77,2621.99672,35.36298645,11.01863033,10.43679659,8.043725611,2883.459,87.595569
2.104,0.52,18.11506657,-3.39,3.154,0.345,-12.53,2563.074632,39.15681237,13.06944776,10.72108841,6.405672559,3251.708,76.234299
2.024,0.657,20.39341101,-6.43,3.823,0.305,-13.98,2540.152424,36.73794199,10.16478147,10.24332501,7.866504654,2893.985,73.981249
2.283,0.65,21.50958035,-12.18,3.427,0.313,-16.12,2253.153292,36.60012225,10.18468168,12.73094058,8.989639833,2803.293,70.439038
2.153,0.709,15.85122327,-0.01,3.705,0.374,-15.5,2527.190984,40.34811404,13.88243047,13.01476883,7.714810854,2968.266,72.144571
1.962,0.595,20.65711392,-6.46,3.877,0.425,-17.96,2604.720995,43.04184564,10.83737495,11.02850308,8.611733628,3289.79,78.08805
2.009,0.511,13.58986736,-0.71,3.516,0.382,-16.85,2245.236448,39.19341634,13.20582976,14.37100368,6.937764086,2974.456,86.676197
2.125,0.559,18.54043191,-4.66,3.702,0.386,-15.86,2608.769133,40.70452779,12.27485414,13.82586734,8.973141914,2764.784,71.234675
2.112,0.72,18.99640238,-13.68,3.538,0.334,-17.43,2575.323381,33.28064819,10.96733161,14.65070764,9.220282841,2334.178,81.584861
1.977,0.511,20.13219337,-10.93,3.18,0.431,-13.64,2438.58259,40.77905016,10.05937437,10.76896522,6.654792708,2895.286,81.420442
2.029,0.559,21.79713162,-10.07,4.156,0.326,-17.15,2105.695638,42.46081242,10.16727416,13.45444893,6.799938701,2682.635,72.535255
2.139,0.559,18.47189286,-14.39,3.628,0.395,-16.66,2612.492759,38.74954022,12.87457883,13.01383301,7.871527508,2308.702,84.362752
2.357,0.744,16.23421125,-7.06,3.22,0.427,-13.84,2269.336479,37.22842724,11.1123868,13.86787895,8.630275757,2900.28,76.739548
1.869,0.525,20.4573211,-9.81,3.388,0.404,-14.51,2370.151695,37.52672183,12.25999281,14.21999499,9.336048203,3154.693,82.705271
2.379,0.55,15.43324536,-9.15,3.737,0.313,-16.53,2521.940666,40.78186659,14.67303419,11.03460412,6.722626237,2359.737,75.804026
2.306,0.56,21.75749199,-13.48,3.898,0.413,-13.44,2049.987417,40.55186191,12.76516236,13.66668205,7.84802808,3008.897,72.727701
2.257,0.609,20.7740643,-10.61,3.766,0.407,-12.39,2516.632081,36.90283725,13.81858888,12.71833491,7.702621852,2590.545,67.745709
2.062,0.552,15.12440118,-0.48,3.897,0.39,-16.85,2455.07124,38.67559877,11.85971028,11.23064112,7.133558357,2630.143,74.144674
2.116,0.638,22.60407629,-3.23,3.756,0.416,-12.07,2183.54798,38.6108036,13.45331411,12.88034153,9.194296255,3844.345,70.520231
1.933,0.686,22.83634961,-10.27,3.753,0.301,-16.03,2567.090127,39.82495085,11.55389593,14.43766937,6.477892934,2985.902,77.663888
2.021,0.558,19.7530161,-5.37,3.546,0.429,-15.03,2352.819233,42.74788726,13.89653702,10.35393677,7.761582199,3276.543,78.204632
1.963,0.607,22.46954639,-5.1,4.102,0.362,-16.31,2319.347963,40.61266183,13.58407684,13.6707466,8.843550854,3339.356,73.113398
2.114,0.519,14.91937723,-9.1,4.138,0.306,-16.7,2323.352352,38.10994334,14.67654981,10.94549092,9.054702224,2366.084,89.403927
2.049,0.62,17.93377434,-5.87,3.924,0.316,-12.98,2013.497539,39.46059558,12.11294795,13.61803974,8.02334091,3336.116,84.736071
2.129,0.636,23.07086759,-14.98,3.781,0.435,-13.26,2170.09681,34.25201383,11.69742943,12.14115382,7.338708472,2685.714,74.004367
2.022,0.621,20.47246954,-7.67,3.937,0.414,-17.88,2202.750062,38.63726917,9.95799002,13.60812168,8.132317792,2782.46,74.059424
2.288,0.515,14.7056108,-1.41,4.012,0.39,-12.59,2020.352489,40.05529274,13.08507179,14.7268237,7.434445336,3041.012,74.29111
2.313,0.708,23.74344774,-7.18,3.397,0.346,-13.14,2447.325019,42.29871239,10.78058958,13.49185984,8.256681797,3610.075,63.762842
2.097,0.642,20.45266737,-12.32,3.903,0.345,-14.03,2387.471312,34.38908476,13.35940504,12.41135715,8.437852033,2449.944,75.865241
1.937,0.608,18.02551631,-6.34,3.809,0.328,-15.33,2062.54382,38.29996086,10.84131965,14.03765329,9.080310851,3106.398,86.236886
2.172,0.639,14.5754428,-9.23,3.193,0.423,-13.93,2544.631957,34.61474174,14.08308961,14.8578122,8.162276202,2810.863,94.866173
2.058,0.538,15.46608626,-4.88,3.936,0.421,-16.19,2471.571324,37.61017877,12.02062719,13.71362034,7.357266438,2414.019,79.385836
2.018,0.613,16.24101185,-2.22,3.414,0.402,-13.52,2374.345243,39.02117271,10.4488769,11.58372453,6.805393332,3169.719,82.704991
2.144,0.533,23.73279904,-8.9,4.197,0.356,-16.49,2469.461077,35.32370299,11.51158566,11.77553936,6.43846762,3044.95,67.026251
